x,y,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
-53.4927,94.65419,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Romania
12.42788,56.885723,0,1,1,1,4,1,1,2,0,3,5,7,7,8,8,landscape painting
-65.99998,-1.3751404,0,1,1,1,3,5,6,5,1,4,1,5,0,5,5,the movement
81.993515,26.409227,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,the sport in this country
-25.17589,-76.47299,0,1,1,1,3,3,1,2,0,7,1,0,5,4,4,the earlier generation of Romantic poets
7.7121167,-47.21807,0,1,1,2,0,5,6,5,3,1,3,10,10,1,1,news stories
62.307274,-74.64857,0,1,2,1,3,1,1,2,0,5,0,11,11,12,12,tango music
-0.96438926,-6.5648913,0,1,2,1,4,4,4,6,7,4,7,5,0,13,7,physics
-42.16476,87.77937,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the mainland
14.5440035,-68.3992,0,1,2,1,4,1,1,2,3,4,7,5,0,1,7,standup
38.847023,-28.190235,0,1,2,1,4,4,4,6,7,0,7,6,6,13,13,wine
-22.797092,48.281013,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,a building
-22.159023,-73.92538,0,1,1,1,3,1,1,2,3,4,1,10,10,4,4,American literature
73.779785,-26.831032,0,1,1,1,4,4,4,6,7,4,1,5,0,4,4,the anxious set
-15.81219,81.28468,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,New Jersey
77.48792,41.150272,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,long balls
-14.77222,79.952484,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Staten Island
-80.37682,-18.583374,0,1,1,1,3,3,3,1,4,7,4,0,5,10,4,the Colonial era
19.533222,-102.11168,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,Austrian Expressionists
-25.424074,-6.433373,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,economists
-20.752806,-72.960785,0,1,1,1,3,1,1,2,3,4,1,10,10,4,4,popular literature
-90.06728,-29.21559,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the 60s
-51.498775,95.47929,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Czechoslovakia
-103.407715,-36.076035,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,1992
-72.406456,-39.951813,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,her era
53.87539,-62.201935,0,1,2,1,4,4,4,6,7,0,7,11,11,7,7,rockandroll
-9.29759,-0.58340514,0,1,1,2,4,4,5,0,8,9,8,1,1,6,6,biotech
-8.115312,-37.08528,0,1,2,1,4,4,4,6,7,0,7,1,12,7,7,windows
-53.260937,-14.643961,0,1,1,2,0,5,6,5,1,1,1,5,12,5,5,criminalia
20.25508,-30.277695,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,American fashion
-13.305146,-35.93741,0,1,1,2,4,4,5,0,8,4,8,1,1,6,6,information technology
-2.319124,-12.104405,0,1,2,1,4,4,4,6,3,4,1,5,0,7,7,the program
-48.929775,80.3325,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Taiwan
19.907543,-98.32167,0,1,1,1,3,1,1,2,0,3,5,10,10,8,8,comic strip artists
53.909954,-66.808105,0,1,2,1,3,1,1,2,0,5,0,11,11,12,12,alternative rock
-78.28455,-54.880043,0,1,1,2,3,3,3,1,4,7,4,0,5,10,10,the Information Age
-19.881113,-25.194778,0,1,1,1,4,1,5,0,3,9,3,1,1,1,1,interactive advertising
-5.670842,6.852185,0,1,1,1,4,4,4,6,7,4,1,5,0,4,4,the wasp world
6.740123,70.69328,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Saddle River
85.80436,15.136918,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,snowboarding
-25.645493,3.6557465,0,1,1,2,4,4,6,5,1,0,7,6,12,5,5,people who prefer the stiletto to the assault rifle
75.625404,-29.633654,0,1,2,1,4,4,4,6,7,0,5,5,0,7,7,the Clearasil set
-55.644268,17.808512,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,the Democratic Party
-66.20012,-43.747353,0,1,2,1,3,3,3,1,4,7,4,0,5,10,10,these times
-9.82751,98.26063,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Wisconsin
81.88201,57.064465,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,pitchers
7.0593996,40.857506,0,1,1,2,4,5,5,0,8,9,8,1,6,6,13,the yogurt drink market
81.09626,55.126137,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,pitchers in 1999
-46.073772,15.173106,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,the Senate
-13.155813,60.007874,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,SoHo
-17.870033,-44.347275,0,1,1,2,3,5,5,0,3,4,8,1,1,1,1,the computer world
-62.372734,72.9423,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Arabia
22.316011,16.695122,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,Aguinaldo
-59.462883,-14.090188,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the law
6.0507264,-97.01422,0,1,2,1,4,1,4,6,0,3,5,7,7,8,8,seashell art
-55.1458,12.980663,0,1,1,2,0,5,6,5,1,1,6,4,0,5,5,the right
82.63811,-35.124477,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,the running set
-38.277016,36.774204,0,0,0,2,0,5,6,5,1,1,6,4,4,5,5,the highways
11.453891,73.53707,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the Sahara
72.3883,46.259792,0,1,2,0,2,2,2,3,5,6,10,9,9,11,11,basketball
40.879936,-55.436646,0,1,2,1,4,4,4,6,7,0,7,11,12,7,7,lowpower radio
-26.590963,12.584331,0,1,1,2,4,4,4,6,7,0,7,6,12,5,14,The Mole People
6.813086,-18.06972,0,1,2,1,4,4,4,6,7,4,7,5,0,4,7,alliteration
-41.85173,42.687912,0,0,1,2,0,5,6,5,1,1,6,4,4,0,0,a political dynasty with a smalltown cachet
-36.93494,-12.514135,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,fundraisers
-14.9115715,80.19248,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Long Island
15.910523,49.708515,0,0,1,1,3,1,1,2,3,5,3,10,10,1,1,the shows contemporaryart island
50.93245,39.25271,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,12th men
-38.173225,-32.575245,0,1,1,2,4,5,5,0,8,9,8,1,1,6,6,the siding industry
65.08972,50.430965,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the NFL
-79.561554,-22.313517,0,1,1,2,3,3,6,1,1,7,1,0,5,4,4,British history
38.814003,-55.168945,0,1,1,1,3,1,1,2,3,5,3,11,11,1,1,the latenight airwaves
-38.031986,-13.417258,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the lottery drawings
71.63092,-66.309586,0,1,2,1,3,1,1,2,0,5,0,11,11,12,12,dance
-22.043245,-27.39937,0,1,1,2,4,4,5,0,8,9,8,1,1,6,6,product introductions
-67.04494,11.948386,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the antiterror brigades
-20.789715,-77.93828,0,1,1,1,3,1,1,2,3,4,1,10,10,4,4,our literature
-31.810423,76.028366,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Sarajevo
-25.886032,-8.434433,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the accounting profession
-66.2722,23.297247,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,postCommunist Russia
20.464556,72.44926,0,1,2,1,3,4,4,6,7,0,7,6,0,13,14,autumn and winter
-52.245983,34.901085,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,municipal unions
66.346146,48.901638,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,football teams
-88.00046,20.140385,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,this election
-4.0349503,-80.048744,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,collectors of movierelated tidbits
10.243329,15.755517,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,its own
-25.003052,-22.909946,0,1,1,2,3,1,5,0,8,9,8,1,1,6,6,show business
63.346268,33.26075,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the schedule
-25.799011,94.25765,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the Midwest
-50.385197,90.51901,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,East Germany
70.535675,56.424644,0,1,2,0,2,2,2,3,5,3,10,9,9,9,9,finger painters in college coaching
15.2434025,-109.09042,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,the canvas
-75.85262,24.404333,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,American politics
-58.493668,1.5647641,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the womens movement
-3.3662882,-68.194,0,1,1,1,3,1,1,2,3,4,3,10,10,1,1,the video world
70.81201,23.474926,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,fantasy
-2.431823,34.02355,0,1,1,1,4,4,5,0,3,4,5,6,6,13,13,cookbook editors
-59.599197,97.26208,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,my country
-70.16146,9.744247,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,militancy
57.869183,-13.437342,0,1,2,1,2,2,2,6,5,4,10,5,0,7,7,the fight game
2.5792503,-14.288906,0,1,1,2,4,4,4,6,3,4,1,10,10,4,7,punditry
6.845563,9.169116,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,first ladies
-26.331566,-27.385387,0,1,2,2,4,4,5,0,8,9,8,1,1,6,6,highend retail
-1.8956671,-50.338867,0,1,1,1,4,4,4,6,7,4,1,5,0,7,7,the post
88.044624,28.216343,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,these Winter Games
-9.111217,-26.142279,0,1,1,2,0,3,6,5,1,4,1,5,5,5,5,the irony epidemic
-16.98566,59.96335,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Washington Square Park
23.143951,-74.05072,0,1,1,1,3,1,1,2,0,5,3,10,10,1,1,modern theater
35.563354,-26.378084,0,1,2,1,4,4,4,6,7,0,7,6,6,13,13,American wines
62.13787,-25.597075,0,1,2,1,4,4,4,6,7,4,7,5,0,7,7,the training circuit
23.310884,3.9548595,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,Butoh
17.452051,-32.39026,0,1,1,1,4,1,1,2,0,3,5,7,7,8,8,American design
15.78907,6.372682,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,carnage
-0.66342044,35.477554,0,1,1,2,4,1,1,0,3,4,3,10,6,1,13,culinary journalism
51.623993,11.663174,0,1,2,1,4,4,4,6,7,0,7,6,12,13,14,Rottweilers
67.25566,61.230152,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,basketball analysts
-38.8073,-22.95916,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,corporations
-11.499232,98.802765,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Oklahoma
-13.491282,58.723648,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Downtown
-42.802464,-14.962421,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,Nafta
-14.840243,62.50049,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,26th Street
-28.375803,96.155,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the East
-17.036634,71.29633,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Queens
-24.459986,48.2538,0,0,0,2,1,5,5,7,6,2,9,8,8,3,3,housing
-14.811364,-6.87966,0,1,1,2,0,5,5,0,8,4,8,1,1,5,5,higher education
55.681835,-75.44374,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,serial music
14.967069,-70.929825,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,performance humorists
-26.528393,79.527336,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Birmingham
75.816696,-88.4971,0,1,2,1,4,4,4,2,0,5,0,11,11,12,12,conga drummers
-17.773727,86.502815,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the San Francisco Bay area
24.357384,-67.20654,0,1,1,1,3,1,1,2,3,5,1,10,10,4,4,Venetian comedy
79.4274,-66.09271,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,choreographers
10.633825,57.14802,0,1,1,1,4,1,1,2,0,3,5,7,7,8,8,landscape architecture
41.315224,-0.8084544,0,1,1,1,4,1,1,2,0,3,5,7,7,8,8,dressmaking
49.068623,16.064602,0,1,2,0,4,4,4,6,7,0,7,6,12,13,14,beavers
-38.37749,-32.558514,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the silver industry
45.638027,38.68354,0,1,2,0,2,2,2,3,7,0,7,9,9,9,9,Grizzlies
-34.96413,42.182117,0,0,1,2,0,5,6,5,6,2,9,4,4,5,5,the tract houses
71.10898,-63.72206,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,the dancing world
29.710276,-56.12857,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,primetime television
-57.568333,-63.677345,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the next generation
-83.07831,-19.620544,0,1,1,1,3,3,3,1,4,7,4,0,5,10,4,the Elizabethan age
32.979664,13.577325,0,1,2,1,4,4,4,6,7,0,7,6,12,7,7,Sauternes
-33.769047,-19.608475,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,banking
-63.81599,11.391457,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the United States military
20.545797,11.662922,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,Gopac
80.71195,52.98217,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,this pitching generation
21.660913,-19.720575,0,1,2,2,4,4,4,6,7,4,7,6,12,13,13,drugs
-72.985886,1.7111119,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the Mexican War
-1.2773991,-8.047506,0,1,1,2,4,4,4,6,7,4,8,1,1,7,7,Math
24.605772,13.878044,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,Bunraku
-30.620934,-59.354427,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,Punkin Crick
1.7465146,-15.07217,0,1,1,2,0,5,6,5,1,4,1,4,12,5,4,intellectuals
-13.247351,-61.379448,0,1,1,1,3,1,1,2,3,4,1,5,0,4,4,the novel
-53.137413,-13.052424,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,crime
-37.4264,49.339005,0,1,1,1,4,4,4,6,7,0,7,6,12,3,14,sprawl
-75.85262,24.404333,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,American Politics
-56.999,11.389587,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the WWJD
9.459771,-96.98977,0,1,1,1,4,1,1,2,0,3,5,7,7,8,8,Conceptual photography
28.16991,-54.7224,0,1,1,1,3,1,1,2,3,4,3,10,10,1,1,television
-62.42548,1.1009899,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,Cheyennes antibomb movement
34.455452,22.799696,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,the sawdust
-15.598425,71.96549,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the Bronx
64.58424,49.525806,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the American Football League
36.731834,48.41094,0,1,2,0,4,4,4,6,7,0,7,6,12,13,14,goose hunting
-9.4168825,85.81085,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Baltimore
81.34482,-31.465813,0,1,2,1,2,2,2,3,5,0,5,5,0,7,7,the under12 set
-45.31045,75.6955,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Hanoi
37.882805,-5.1817803,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,the board
-61.914562,74.07034,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Egypt
61.585262,-35.59054,0,1,1,1,4,4,4,6,3,3,5,7,7,7,7,picture book repartee
-37.161144,-29.27219,0,1,1,2,4,4,5,0,8,9,8,1,1,6,6,the engine business
12.750169,9.377611,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,Victorian photography
61.657166,38.245163,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,this year
46.04864,-84.47401,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,the classicalmusic repertory
41.2362,-13.676619,0,1,2,1,4,4,4,6,7,0,7,6,6,13,13,crawfish pie and jambalaya
59.387135,36.624084,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,this league
-12.122186,-15.53932,0,1,1,2,4,5,4,6,7,0,8,1,12,5,7,cons
75.71043,63.19231,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,quarterbacks
-61.774033,86.35432,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Jamaica
51.50057,-31.474709,0,1,2,1,4,4,4,6,7,0,7,6,12,13,13,minerals
7.8780923,-48.032722,0,1,1,2,0,5,6,5,3,1,3,10,10,1,1,tabloid journalism
5.2792253,-70.96211,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,movie stars
30.296616,-54.971546,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,nighttime television
91.324554,0.6622612,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,the racing world
38.985214,-86.640884,0,0,0,1,3,1,1,2,0,5,0,11,11,12,12,opera Down Under
83.78157,41.8536,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,major league baseball
-58.516914,37.58053,0,0,1,2,0,5,6,5,1,1,6,4,4,0,0,New Jersey politics
7.8408446,-34.872925,0,1,2,1,4,4,5,0,7,3,5,7,7,7,7,blueprints
19.139849,-11.524064,0,1,2,1,4,4,4,6,7,4,7,5,0,7,7,magic
34.738373,52.48378,0,1,2,1,4,4,4,6,7,0,7,6,12,13,14,fish
15.454765,-109.18827,0,1,2,1,4,1,1,2,0,3,5,7,7,8,8,the brushstroke
4.9814305,-50.35795,0,1,1,2,0,5,6,5,3,1,3,10,10,1,1,New York journalism
80.22448,13.805881,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,arm wrestling
-50.367256,28.001762,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,school reform
16.547657,1.6875339,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,dark
-5.1537924,-3.720957,0,1,2,1,4,4,4,6,7,4,1,6,6,13,13,the Sweet Science
48.0511,9.985669,0,1,2,1,4,4,4,6,7,0,7,6,12,13,14,dragonflies
88.19954,27.40358,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,winter Olympic sports
-5.2988014,-19.092701,0,1,2,2,4,4,4,6,7,4,7,6,6,13,13,diseases
-41.398952,-0.8871724,0,1,1,1,3,3,3,1,4,7,1,0,5,4,4,middleaged white men
10.905543,-21.75757,0,1,1,1,4,4,4,6,7,0,7,5,12,7,7,American letters
-38.692017,-23.815842,0,0,1,2,0,5,5,0,8,9,8,1,1,6,6,corporate America
-33.37997,41.7188,0,1,1,1,3,4,4,6,7,3,5,7,7,4,4,the Victorian nursery
-16.316269,68.317825,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Harlem
-74.148315,16.016415,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,foreign policy
-79.3488,-22.351278,0,1,1,2,3,3,3,1,4,7,4,0,5,4,4,history
-77.783134,30.504576,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,black political history
72.1129,43.811817,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,biddy basketball
-30.940355,-60.77255,0,1,2,1,3,1,1,2,0,5,0,11,11,12,12,punk rock
-44.470875,3.944258,0,1,1,2,0,5,6,5,1,0,1,6,12,5,14,American Indians
80.25804,14.440732,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,juggling
22.198183,50.10932,0,1,2,1,4,4,4,6,7,0,7,6,6,13,13,the Cold Spring Harbor Laboratory
14.408138,66.56801,0,1,1,2,4,4,4,6,7,4,1,6,6,13,14,Ecology
25.88766,-12.721308,0,1,2,1,4,4,4,6,7,0,7,6,12,13,7,bad breath
71.16311,-24.770884,0,1,1,1,4,4,4,6,7,4,1,5,0,7,7,this new multidimensional cosmos
-61.54437,-54.641094,0,1,2,1,3,3,3,1,4,7,4,0,5,10,10,our age
3.2268493,70.21019,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the North Fork
-87.40394,19.253437,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,this political moment
38.892693,-25.500883,0,1,2,1,4,4,4,6,7,0,7,5,6,13,13,the grape
-56.634426,-17.2278,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the Menendez trial
24.867928,-20.652802,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,the condom
-4.5268264,-4.131876,0,1,2,1,4,4,4,6,7,4,7,6,6,13,13,science
-62.452034,-13.659579,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,legal education
-0.42335293,77.35157,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Waikiki
-61.244167,20.898888,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,the GDR
-16.491863,76.16405,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the Westchester County prison
14.258335,-64.08991,0,1,1,1,3,1,1,2,3,4,1,5,10,4,4,Shakespeare
-3.6867805,-10.00304,0,1,1,1,4,4,4,6,7,4,1,5,0,4,4,the mind
-2.7044373,33.791405,0,1,1,1,3,1,1,2,3,4,1,10,6,4,13,cookbook authors
30.406445,-56.620766,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,contemporary television
-61.007053,-16.09944,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the South Korean penal system
-58.57912,-13.907423,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the courts
89.75593,0.32941082,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,stockcar racing
2.5407212,-8.854743,0,1,1,1,4,4,5,0,8,4,8,1,1,13,13,invention
-61.421085,61.99419,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the Palestinians
-6.3290086,-4.869649,0,1,1,2,4,4,4,6,7,4,1,6,6,13,13,American science
75.927475,64.1025,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,running kickers
16.411995,-103.539276,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,the new cool painting of the late 1950s and early 60s
-38.496456,68.72425,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Mirzapur
80.83175,32.15579,0,1,2,0,2,2,2,3,5,6,10,9,9,11,11,Iraqi soccer
20.761517,42.661503,0,1,2,1,4,4,4,6,7,0,7,6,12,7,14,landscapists
-39.172592,-23.634605,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,American corporations
-33.238983,-15.139668,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,financial planning
12.160697,-12.313835,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,amour
-17.67108,11.8867,0,1,1,2,0,5,6,5,1,4,1,4,0,5,5,belief systems
-2.1657662,-3.744485,0,1,2,1,4,4,4,6,7,4,7,6,0,13,7,astronomy
-19.58624,-46.84862,0,1,1,2,3,4,5,0,3,4,3,1,1,1,1,the wired universe
15.270906,26.315502,0,1,2,0,2,2,2,3,5,6,10,9,12,9,14,reallife bulls
-52.24201,-62.462067,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the hiphop generation
-77.2261,-49.443844,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the new era
-55.476658,14.196028,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the left
-29.495245,-50.2863,0,1,1,2,3,5,6,5,1,4,1,5,0,5,5,our culture
67.81934,37.798534,0,1,2,0,2,2,2,3,5,6,10,9,9,11,11,this years tournament
-3.707488,49.59131,0,1,1,2,3,1,1,7,6,5,9,8,8,3,3,the New York club scene
27.817274,0.82772106,0,1,1,2,0,5,5,0,8,9,8,1,1,7,7,what became known as Mission Control
1.4307897,37.247166,0,1,1,2,4,4,5,0,8,4,1,6,6,13,13,the culinary world
-1.6352789,88.64412,0,1,2,0,2,2,2,3,7,0,7,9,9,9,9,rivers
13.605946,-69.7847,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,improvisational comedy
20.358465,62.021114,0,1,1,2,4,4,4,6,7,3,5,6,6,13,13,American horticulture
-11.756702,11.496958,0,1,1,1,3,4,4,6,7,4,1,5,0,4,4,the spiritualist circuit
-12.308547,97.73,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Texas
-17.508764,10.555794,0,1,1,2,0,5,6,5,1,4,1,5,0,5,5,Catholicism
-45.18992,-2.8938358,0,1,1,2,0,5,6,5,1,1,6,4,12,5,5,the poor
86.03445,31.961731,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,European hockey
70.19782,34.683624,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,the LPGA
53.857677,43.02064,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the Yankees
70.73016,30.665997,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,polo players
-8.450613,-37.62068,0,1,2,1,4,4,5,0,7,0,8,1,1,7,7,shareware
1.4208521,-68.60994,0,0,1,2,3,1,5,0,3,9,3,10,10,1,1,Hollywood
23.601067,3.344832,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,Tybee
-31.4804,73.57071,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Berlin
16.620682,-51.480324,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,hockey commentary
58.026592,-4.512633,0,1,1,1,3,4,4,6,3,4,1,5,0,7,7,this drama
28.232046,-13.128438,0,1,2,1,4,4,4,6,7,0,7,6,6,13,13,the sourbeer circuit
73.78467,40.833065,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,hoops
-24.492016,-5.322686,0,1,1,2,0,5,5,0,8,4,8,1,1,5,5,statisticians
20.688986,-48.58336,0,1,1,2,0,5,6,5,1,1,6,5,4,7,5,the foxy deal
39.237247,3.6502311,0,1,1,1,4,4,4,6,7,4,1,5,0,4,7,the hat world
52.07941,47.481968,0,0,0,0,2,2,2,3,5,6,10,9,9,9,9,teams in the city
70.02332,-88.28899,0,1,2,1,4,1,1,2,0,5,0,11,11,12,12,the electric piano
68.58928,38.227962,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,this years national collegiate basketball tournament
13.989187,-15.807703,0,1,2,1,4,4,4,6,7,4,7,5,12,7,7,that category
-3.6599422,-7.234014,0,1,2,0,2,2,2,3,5,4,10,9,9,9,9,stats
3.3004355,36.171455,0,1,1,1,4,4,4,6,7,0,7,6,6,13,13,British cookery
19.288063,25.32436,0,1,2,1,4,4,4,6,7,0,7,6,12,13,14,fowl
1.850223,15.898146,0,1,2,1,4,4,4,6,7,0,7,6,12,13,14,kids
18.326046,-20.956938,0,1,1,2,3,4,4,6,3,4,1,5,6,4,13,the drug culture
25.684727,-35.609306,0,1,1,1,4,4,5,0,8,3,5,7,7,8,6,the maternity bridal world
-0.4383181,-80.70834,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,blaxploitation movies
66.8838,50.13947,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,pro football
16.362644,-103.84164,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,early 80s art
54.230762,43.49649,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the Brooklyn Dodgers
-90.76389,-26.175167,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,pro wrestling in the 1950s
12.316606,-35.239403,0,1,1,2,4,4,5,0,8,4,8,1,1,8,6,engineering
-80.14749,10.146767,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,Communism
-30.002554,-0.9990876,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,Civic Duty
