pca_x,pca_y,tsne_x,tsne_y,pca_tsne_x,pca_tsne_y,umap_x,umap_y,ivis_x,ivis_y,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label,count
0.35364527,0.28355706,0.4449978,0.23937866,0.41838816,0.61976576,0.77045804,0.3707299,0.22622117,0.55372524,0,1,0,1,2,3,3,1,6,7,10,8,8,8,10,plaster,1
0.33917302,0.65190154,0.24408036,0.5333402,0.18677884,0.3637911,0.54352206,0.35559458,0.41679958,0.33442438,0,1,2,1,3,4,4,5,4,9,1,5,9,9,12,culture thieves,1
0.3117519,0.37919462,0.81260526,0.16158116,0.4795283,0.73357177,0.9557012,0.39543527,0.42301553,0.54449826,0,1,0,1,2,3,3,1,6,8,10,8,10,8,10,the car circuit,1
0.484222,0.8138702,0.69179255,0.6555251,0.43618754,0.11823681,0.30860168,0.68491167,0.63952124,0.18869646,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,postwar American planning,1
0.53623503,0.37315434,0.70875776,0.79529893,0.55091333,0.56782144,0.17485845,0.39116663,0.5111317,0.77924216,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,his own Ponderosa,1
0.7266594,0.41868007,0.86305773,0.66199017,0.86834556,0.33278626,0.68026906,0.85268563,0.5679456,0.81640255,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,the western Hamptons,1
0.84700763,0.35469797,0.9119303,0.75592446,0.99009764,0.32374203,0.62679225,0.9389651,0.55014837,0.9296807,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Wisconsin,1
0.14591947,0.38836688,0.48628357,0.4394074,0.6186565,0.7465188,0.3754285,0.20749997,0.61461866,0.3209724,0,1,0,0,1,1,1,0,8,9,2,9,9,9,12,the fight game,1
0.4367791,0.28221476,0.64133704,0.21212214,0.6922208,0.45063162,0.923225,0.6314962,0.3136993,0.691382,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,salsa,4
0.45331883,0.072818816,0.9053705,0.3218698,0.7024491,0.82721835,0.26841074,0.14734873,0.85441256,0.60667837,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,hockey,11
0.44907507,0.67024606,0.46035033,0.8920404,0.46094754,0.10200322,0.26543266,0.6237736,0.86306465,0.24406801,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,the 1992 Presidential election,1
0.831012,0.30850112,0.78248835,0.8693197,0.94835186,0.25514287,0.5255895,0.93887335,0.49894142,0.94786274,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Naples,1
0.7852013,0.4585011,0.67659783,0.8715459,0.76446146,0.12297383,0.39642888,0.8998244,0.40624303,0.90342754,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Mozambique,1
0.19967355,0.78680086,0.18864638,0.8414187,0.23083436,0.15500653,0.13655442,0.6293733,0.49950212,0.20409094,0,1,2,1,3,0,0,7,0,4,8,4,12,4,1,the late 20th century,1
0.91958654,0.38791946,0.9013168,0.77001333,0.9826445,0.34370834,0.6235704,0.9332736,0.51561725,0.94440496,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Louisiana,2
0.6006529,0.7440716,0.5963846,0.8903482,0.69720626,0.119633585,0.33816415,0.8208085,0.69103754,0.48105556,0,1,2,2,0,5,5,2,3,6,1,5,5,5,5,the Palestinians,1
0.14885744,0.52550334,0.20857203,0.45284447,0.08449626,0.58067167,0.484577,0.29163367,0.2845915,0.26027834,0,1,0,1,3,4,4,5,4,9,9,0,0,0,1,children's fiction,1
0.33547333,0.59328854,0.6247349,0.3769507,0.5091785,0.6814851,0.7718573,0.5072578,0.23954254,0.38451225,0,1,2,1,2,3,3,1,6,9,0,9,9,9,0,American science,2
0.6219804,0.71744967,0.46715078,0.77727604,0.5566642,0.10709146,0.54288024,0.7249245,0.79659325,0.3621927,0,0,2,2,0,5,5,2,3,6,6,6,6,6,6,Louisiana politics,1
0.25027204,0.41689038,0.3391845,0.2155357,0.10059282,0.79585123,0.7773642,0.24214259,0.14262924,0.512369,0,1,0,1,3,4,4,5,4,7,9,7,7,7,14,Austrian Expressionists,1
0.83144724,0.5504474,0.6077831,0.91646373,0.7026111,0.084581256,0.32740706,0.84891045,0.5172607,0.90549636,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Jerusalem,1
0.8311208,0.49742728,0.706902,0.90792614,0.80085766,0.14428279,0.42647904,0.9101976,0.34120238,0.89867806,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Japan,32
0.3062024,0.6615212,0.5047385,0.6789846,0.4082326,0.2796579,0.46145838,0.53690886,0.5728855,0.14016256,0,1,2,2,0,5,5,2,3,5,6,5,5,5,5,hapless lawyers,1
0.22720347,0.47136465,0.16798604,0.55441666,0.40986818,0.531736,0.5729818,0.29574168,0.31371865,0.19499993,0,1,0,1,2,3,3,1,6,9,10,9,9,9,12,syntax,1
0.16082698,0.5112975,0.28817567,0.52740395,0.24234769,0.4994082,0.6391538,0.2845881,0.13250777,0.1537408,0,1,0,1,2,3,6,3,1,5,3,7,7,7,14,copy editors,1
0.1319913,0.41129753,0.36108297,0.23771042,0.11858526,0.80137026,0.7696238,0.26192525,0.09824732,0.47311062,0,1,0,1,3,4,4,5,4,7,9,7,7,7,14,20th-century sculpture,1
0.798259,0.38467562,0.78220147,0.7171472,0.9370848,0.4236316,0.6418751,0.8520775,0.5091693,0.9036412,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,the Catskills,1
0.2984766,0.33881432,0.5710605,0.55029136,0.5859774,0.6460274,0.30563647,0.45341778,0.6165811,0.53592205,0,1,0,1,3,4,3,1,6,0,1,5,10,10,5,the foursome,1
0.19075081,0.34284115,0.5042175,0.3237115,0.5397085,0.57434285,0.7290605,0.35829115,0.3293118,0.38628966,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,eyebrow-arching,1
0.86441785,0.38791946,0.7734915,0.83476865,0.8910421,0.1608034,0.4784668,0.94558614,0.4545595,0.962587,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,England,3
0.39314473,0.48042503,0.43708467,0.86854964,0.4830227,0.112469584,0.2774604,0.6256211,0.78826016,0.3592692,0,1,0,2,0,5,5,2,3,6,6,6,6,6,6,nominating night,1
0.21762785,0.5663311,0.5277815,0.101436675,0.28201053,0.52613604,0.9985238,0.6438087,0.08238351,0.39860526,0,1,0,1,2,4,4,5,4,8,9,0,0,0,1,cookbook authors,1
0.4006529,0.293736,0.55223304,0.21499649,0.71519476,0.50180066,0.94493145,0.6198377,0.2984542,0.64078903,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,cakes,3
0.32927096,0.33680087,0.47858462,0.12669727,0.53655916,0.6281564,0.71971554,0.67422855,0.5595255,0.5538515,0,1,0,0,2,3,3,1,6,1,10,9,10,10,10,the board,2
0.3671382,0.3567114,0.5753413,0.35229295,0.5489547,0.52355283,0.4857065,0.6389204,0.30085164,0.5859711,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,B-6 and goldenseal root,1
0.25451577,0.303915,0.4952884,0.33072573,0.5332805,0.57867163,0.7383284,0.36560065,0.36409423,0.569751,0,1,0,1,2,3,3,1,6,7,10,8,8,8,10,the perfectly turned hem,1
0.20739934,0.39876956,0.33917055,0.22924629,0.11710417,0.79665285,0.77204984,0.25297487,0.15828037,0.4600472,0,1,0,1,3,4,4,5,4,7,9,7,7,7,14,"the new, cool painting of the late 1950's and early 60's",1
0.11566919,0.4727069,0.3394629,0.2202549,0.110087365,0.7992408,0.7751691,0.24845375,0.15246078,0.3833953,0,1,0,1,3,4,4,5,4,7,9,7,7,7,14,"the new, cool painters of the post-Abstract Expressionist generation",1
0.33656147,0.18646532,0.043211788,0.26850033,0.3179503,0.9061123,0.81954485,0.14453739,0.45669594,0.65202653,0,1,0,1,3,4,3,5,5,0,7,10,4,13,11,rock,3
0.34744287,0.49250558,0.09351933,0.6430149,0.6252751,0.36014515,0.26812834,0.4733955,0.54696786,0.52109087,0,1,0,1,0,5,3,2,6,9,1,5,5,5,5,the crowd,1
0.54406965,0.2368009,0.93551433,0.3961896,0.70782334,0.81679744,0.35179645,0.86218685,0.80545807,0.69145966,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,Iraqi soccer,1
0.40892273,0.3072707,0.087738425,0.19651929,0.41538534,0.90248173,0.7973891,0.057603836,0.25740746,0.6838547,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,Italian jazz,1
0.51512516,0.78109616,0.44812158,0.5183323,0.3592317,0.3694812,0.5793101,0.4906537,0.36498362,0.09249312,0,1,2,2,0,5,6,3,1,5,3,11,11,11,3,American corporations,1
0.2476605,0.094742745,0.748,0.16774929,0.59739137,0.8551637,0.32680386,0.13550667,0.55374455,0.7297079,0,1,0,0,1,1,1,0,8,7,2,7,7,7,14,freestyle aerials,1
0.52132756,0.23635346,0.86001813,0.31894335,0.67938286,0.83572924,0.28547043,0.17065418,0.8324778,0.61986804,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,the sport in this country,1
0.85516864,0.40637583,0.90427625,0.73022735,0.9853093,0.34403706,0.61846143,0.93057704,0.5724022,0.9144125,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Virginia,2
0.1610446,0.6925056,0.17461964,0.82708657,0.15396783,0.1810539,0.12389767,0.59151775,0.57463527,0.13960898,0,1,2,1,3,0,0,7,0,4,8,4,12,4,9,the 21st century,4
0.35647443,0.24239373,0.6263999,0.5893985,0.63335824,0.7818357,0.22183996,0.29507613,0.9034154,0.46618554,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,this game,1
0.29107726,0.30268455,0.47649726,0.47829312,0.33371332,0.5313206,0.618179,0.17535888,0.44191486,0.5824454,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,amour,1
0.57236123,0.5119687,0.8206767,0.59822214,0.81657755,0.32473916,0.7177258,0.81999373,0.5159073,0.6547752,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Third Avenue,1
0.5150163,0.38255033,0.70309544,0.3857655,0.69427216,0.6498492,0.7761318,0.635937,0.5363243,0.6840004,0,0,1,3,2,3,3,4,2,3,4,3,3,3,4,the docks,1
0.5431991,0.5206935,0.57957625,0.13559431,0.7717978,0.43086174,0.9135849,0.6896738,0.3809924,0.7210734,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,New York beer culture,1
0.26789987,0.22997764,0.20936844,0.12168631,0.4292018,0.6592514,0.85054487,0.06746073,0.4225515,0.6333492,0,1,0,1,2,3,3,1,5,8,10,10,10,13,11,shofars,1
0.28422198,0.4973154,0.6179758,0.34363133,0.6089142,0.4474193,0.83366483,0.5328009,0.25279623,0.48202682,0,1,0,1,2,3,3,1,6,8,0,9,9,8,0,evolutionary biology,1
0.4266594,0.49876955,0.59639657,0.33453888,0.6100663,0.4232502,0.8359882,0.5339713,0.17611632,0.60091877,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,the bacteria world,1
0.46071815,0.3923937,0.21520263,0.23610052,0.26255053,0.6668898,0.6520416,0.069537684,0.36477092,0.6615643,0,0,1,1,3,4,4,4,2,0,4,3,3,3,7,Broadway,2
0.29281828,0.76946306,0.2961291,0.6913307,0.49732417,0.36958852,0.5693106,0.6078694,0.45718896,0.2237298,0,1,2,2,0,5,5,2,3,9,1,9,9,9,12,belief systems,1
0.26354733,0.42941833,0.36470884,0.3193393,0.4898128,0.62511086,0.6878938,0.27781793,0.40320754,0.41015354,0,1,0,1,2,3,3,1,4,9,9,9,0,9,12,the camera,1
0.29815018,0.59586126,0.6019534,0.3464583,0.6240959,0.44918406,0.82829934,0.5290945,0.11834535,0.3338999,0,1,2,1,2,3,6,1,1,8,0,9,9,8,0,biotechnology,1
0.6340588,0.4448546,0.6655301,0.7849597,0.6554755,0.28805286,0.411884,0.80874836,0.4260897,0.8045435,0,0,1,3,4,2,3,1,6,8,0,5,5,5,5,the pampas,1
0.19281827,0.3756152,0.47731757,0.3141976,0.3317347,0.5598429,0.743617,0.3678956,0.19466758,0.3691178,0,1,0,1,2,3,3,1,6,7,10,7,7,7,10,cosmetics,1
0.3228509,0.2909396,0.24050236,0.073393464,0.36414447,0.79694325,0.69297713,0.16977061,0.3519426,0.3634262,0,1,0,1,2,4,4,5,5,0,7,10,4,13,11,home recording,1
0.9267682,0.4317673,0.697823,0.87602854,0.811743,0.1254147,0.4331668,0.9190218,0.4481985,0.9484649,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,South Africa,4
0.48084876,0.5149888,0.63073146,0.27995187,0.8870487,0.5330901,0.868041,0.61329705,0.11882874,0.62154835,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,American horticulture,1
0.33688793,0.4740492,0.052560776,0.300624,0.49392912,0.32303813,0.81546277,0.14218505,0.4416055,0.3906312,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,C.R.A.,1
0.27606094,0.34675616,0.4954119,0.28135443,0.48863965,0.49218094,0.76487416,0.35675353,0.34298116,0.46617582,0,1,0,1,2,3,3,1,6,7,10,8,8,8,10,color,1
0.72611535,0.46252796,0.83291394,0.63954353,0.8510473,0.3112157,0.68600684,0.8522037,0.4951229,0.85138744,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Manhattan,3
0.53101194,0.6814318,0.43742687,0.5829699,0.5659145,0.14832598,0.5694645,0.47871983,0.5551173,0.11702716,0,1,2,2,0,5,6,3,1,5,3,11,11,11,3,municipal finance,2
0.32709467,0.6284116,0.56067204,0.10865718,0.79202974,0.4721437,0.987279,0.64271855,0.13042933,0.5456249,0,1,2,1,2,3,6,1,1,8,0,9,8,9,0,the culinary world,1
0.57910776,0.44161072,0.71494013,0.56636363,0.7288823,0.36643946,0.72202617,0.70682865,0.36032403,0.7013568,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,the kitchen,1
0.35016322,0.41946307,0.7463286,0.41614434,0.62603295,0.5744421,0.12849313,0.5881671,0.48568773,0.56373894,0,1,0,1,3,3,3,1,6,7,10,8,10,10,10,the quattrocento,1
0.16387376,0.5477629,0.36769167,0.4723626,0.42654303,0.34311467,0.6575485,0.41588348,0.22055623,0.1804796,0,1,2,2,2,3,6,3,1,5,3,11,11,11,3,this highly specialized profession,1
0.87181723,0.4295302,0.7184604,0.8534808,0.8368516,0.09242135,0.44337183,0.91778255,0.37436074,0.92886484,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,the Caribbean,3
0.13166484,0.2821029,0.17359862,0.15362397,0.38256776,0.95900404,0.8484654,0.057362854,0.28177837,0.5473926,0,1,0,1,2,4,4,5,5,0,7,10,10,13,11,period instruments,1
0.5603917,0.28612977,0.7701107,0.44110534,0.60326266,0.5727051,0.4762203,0.77827114,0.44302657,0.83642995,0,0,1,3,2,3,3,1,6,8,10,8,8,8,10,Montparnasse,1
0.3897715,0.48612973,0.6404884,0.28601682,0.87626815,0.53325784,0.86169976,0.6130446,0.13561091,0.5405452,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,organic gardening,1
0.37595212,0.15413871,0.8696475,0.21902117,0.62381107,0.90719336,0.30184978,0.10921776,0.8751873,0.6036092,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,distance running,1
0.42796516,0.70939595,0.5596814,0.78327584,0.45779222,0.1757007,0.35826606,0.67551374,0.6264996,0.2879787,0,1,2,2,0,5,5,2,3,6,1,9,9,9,12,militancy,1
0.52230686,0.3277405,0.8417624,0.19810468,0.62188554,0.95692205,0.9711178,0.40097764,0.85473156,0.6019969,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,the New Jersey race,1
0.19357997,0.7508948,0.23015577,0.49108884,0.3891678,0.19375849,0.5192483,0.31714228,0.41962236,0.16034538,0,1,2,1,3,5,5,2,4,9,1,9,9,9,1,contemporary critical theory,3
0.76605004,0.65178967,0.75555205,0.7970354,0.89899087,0.1451472,0.51666814,0.8995834,0.52813625,0.80789435,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,the provinces,1
0.15832426,0.44720358,0.29231352,0.3666308,0.13837281,0.60314405,0.5714671,0.2046083,0.23386791,0.2667275,0,1,0,1,3,4,4,5,4,0,9,0,0,0,11,audiobooks,1
0.664309,0.51789707,0.7254207,0.6181211,0.7566783,0.31817988,0.6645059,0.7625506,0.5990062,0.71443,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,the whole neighborhood,1
0.6054407,0.3131991,0.96427894,0.47908974,0.6313324,0.7090654,0.11731255,0.21335214,0.8568197,0.6488408,0,1,0,0,1,1,1,0,8,1,2,5,5,5,5,the White Sox,1
0.49804133,0.27058166,0.8302847,0.2871828,0.5671749,0.84355164,0.35757285,0.15989076,0.65368366,0.64915156,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,British Boxing,1
0.5850925,0.56263983,0.6195885,0.2839896,0.89282775,0.5279784,0.874947,0.61880493,0.19682336,0.70578575,0,0,2,1,2,3,3,1,6,8,0,8,8,8,0,European agriculture,1
0.20402612,0.40525725,0.1536341,0.21893886,0.32451522,0.9883188,0.80411536,0.020448208,0.19109073,0.50996023,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,opera composers,2
0.54863983,0.60134226,0.48257953,0.6642659,0.3879505,0.27407178,0.46396154,0.54143,0.54142857,0.33709532,0,0,2,2,0,5,5,2,3,9,6,9,9,9,12,Death Row,1
0.5626768,0.546085,0.48699826,0.73282087,0.61112356,0.085188836,0.528927,0.682261,0.75449276,0.47776297,0,0,2,2,0,5,5,2,3,6,6,6,6,6,6,Suffolk law,1
0.4304679,0.58859056,0.424201,0.4692486,0.32378548,0.40855134,0.6348408,0.44074953,0.39596683,0.31082273,0,1,2,2,0,5,6,3,1,5,3,11,11,11,3,the bus business,1
0.5801959,0.5854586,0.6591251,0.53691477,0.75964344,0.26068488,0.67160445,0.635937,0.5438357,0.5603007,0,0,2,2,0,5,5,2,3,6,6,9,9,9,4,the highways,2
0.38443962,0.67460847,0.510116,0.8762604,0.61628115,0.2774307,0.30494338,0.7271047,0.34138608,0.26157013,0,1,2,2,0,5,5,2,4,9,1,9,9,9,1,Japanese-American life,1
0.31730142,0.2885906,0.90391815,0.4546367,0.8241185,0.7564198,0.13917309,0.1642971,0.9000416,0.46318436,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,home run hitters,1
0.32937977,0.50246084,0.5601367,0.44738805,0.5378091,0.44257733,0.6583186,0.5453429,0.30965844,0.27283674,0,1,2,1,2,3,3,1,6,8,10,8,8,8,10,pharmaceuticals,1
0.4343852,0.24552573,0.45881084,0.08196491,0.4201998,0.584183,0.96520025,0.6009845,0.3246522,0.7252984,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,crab pots,1
0.5459195,0.71152127,0.5787799,0.90904677,0.68667555,0.120509505,0.33460838,0.8154956,0.549143,0.50234556,0,1,2,2,0,5,5,2,3,6,1,5,5,5,5,the Hawaiian Jewish community,1
0.26713818,0.77494407,0.24159658,0.8769028,0.43169808,0.10257244,0.24543339,0.60895956,0.7548505,0.14507717,0,1,2,2,0,0,0,7,0,6,8,6,6,6,6,Clinton-era adolescence,1
0.15146899,0.53635347,0.47506687,0.3127643,0.5105744,0.4309245,0.73338646,0.3643843,0.17616463,0.2557134,0,1,0,1,2,3,3,1,6,7,10,7,7,7,14,cosmetic self-improvement,1
0.34679,0.11297542,0.9006828,0.3596932,0.7047282,0.7926897,0.23674315,0.1470389,0.6970505,0.59519804,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,foosball,1
0.31610447,0.2769575,0.44907087,0.22795683,0.42086938,0.61520654,0.79565614,0.40430534,0.21903849,0.48200738,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,glass,1
0.17247006,0.4161074,0.31682232,0.26204154,0.15760562,0.8077192,0.7643607,0.25524688,0.2542946,0.46048424,0,1,0,1,3,4,4,5,4,7,9,7,7,7,14,the canvas,2
0.44330794,0.41565993,0.68742955,0.41086715,0.6810731,0.63819927,0.7713823,0.5809379,0.38861012,0.7604289,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,polar exploration,1
0.38857454,0.7426174,0.5648627,0.7860137,0.4636966,0.17615396,0.36628884,0.6813774,0.6224007,0.31221163,0,1,2,2,0,5,5,2,3,6,1,9,9,9,12,the insurgency,1
0.4984766,0.5631991,0.73193574,0.56953335,0.68734366,0.3666287,0.71900946,0.7107416,0.45974112,0.5671869,0,0,1,1,4,2,3,4,2,3,4,3,3,3,4,the lunatic asylum,1
0.36267683,0.40794182,0.2605934,0.93765944,0.20946643,0.06906444,0.046301126,0.66021776,0.88622713,0.33897957,0,1,0,1,3,0,0,7,0,4,8,4,12,12,8,the early 1990's,1
0.29129487,0.2963087,0.4303983,0.029759884,0.04870245,0.44104496,0.32462162,0.34573764,0.48513672,0.5896036,0,1,0,1,2,3,3,1,6,7,10,8,10,10,10,the Clearasil set,1
0.2281828,0.5072707,0.4137493,0.27337584,0.36445543,0.6210663,0.7902519,0.33555943,0.2921802,0.26065713,0,1,0,1,2,3,6,3,1,7,3,7,7,7,14,these projects,1
0.32840043,0.5263982,0.2842784,0.93457675,0.20101613,0.091810405,0.05033183,0.6577736,0.6903319,0.34595323,0,1,0,1,3,0,0,7,0,4,8,4,12,12,8,the 1950's and 1960's,1
0.18628944,0.31129754,0.13816798,0.19463223,0.339552,0.9699577,0.7952967,0.041389838,0.29546705,0.5657592,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,classical music,2
0.16572362,0.4139821,0.298082,0.35278684,0.16166428,0.721964,0.60689574,0.20621479,0.21854547,0.2829864,0,1,0,1,3,4,4,5,4,7,9,0,0,0,14,comic strip artists,1
0.35995647,0.33892617,0.8667234,0.47839004,0.78545326,0.7452538,0.17967206,0.19530219,0.9151126,0.44027233,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,sports commissioners,1
0.58683354,0.3895973,0.92189443,0.74483246,0.9335729,0.48075527,0.8505191,0.57137936,0.4590547,0.84906614,0,0,0,3,2,3,3,1,6,8,0,8,8,8,0,California wildlife,1
0.92600656,0.46565995,0.7671951,0.91162103,0.84989965,0.16429466,0.44613165,0.976465,0.41346443,0.9628589,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Belarus,1
0.4875952,0.83243847,0.52953166,0.83008957,0.43547782,0.15517756,0.31078392,0.68066597,0.6143093,0.15279868,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,foreign policy,3
0.25310117,0.56588364,0.41327468,0.02435404,0.06775215,0.42651093,0.32510942,0.35433233,0.48133755,0.41033807,0,1,2,1,2,3,3,1,6,9,1,9,10,10,1,the anxious set,1
0.857889,0.45950782,0.7804184,0.8370918,0.88982534,0.16597888,0.47949368,0.9496712,0.41306806,0.9487175,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Ireland,2
0.5509249,0.43612975,0.69887835,0.6439251,0.7350997,0.29805255,0.6494742,0.7536232,0.4787274,0.7753475,0,0,1,3,2,3,3,4,2,3,4,3,3,3,4,suburban animals,1
0.5243743,0.39854586,0.6969051,0.59060776,0.54089916,0.53674185,0.69789344,0.7122333,0.30225343,0.72320044,0,0,1,3,2,3,3,4,2,3,4,3,3,3,4,Roommates.com,1
0.25963002,0.43534675,0.33566722,0.57697845,0.4843463,0.7042186,0.7484563,0.57389235,0.32772636,0.3824435,0,1,0,1,2,3,3,1,6,9,10,9,9,9,12,space travel,1
0.31523395,0.5919463,0.7454057,0.11730367,0.533279,0.54284835,0.73081905,0.5632322,0.58642924,0.19044472,0,1,2,2,0,5,6,3,1,5,3,9,9,9,3,what became known as Mission Control,1
0.20935799,0.53064877,0.19842565,0.44993627,0.09278655,0.56665945,0.48433298,0.2841406,0.33247292,0.3799862,0,1,0,1,3,4,4,5,4,0,9,0,0,0,1,contemporary horror,1
0.1571273,0.3582774,0.10419515,0.10905576,0.48959562,0.9260571,0.73007447,0.007734075,0.28698894,0.5001505,0,1,0,1,3,4,4,5,5,0,7,7,4,7,11,choreographers,1
0.09096846,0.41442952,0.08295509,0.10243127,0.47755167,0.9196114,0.7310373,0.0031326413,0.32943743,0.5447605,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,20th-century choreography,1
0.4508161,0.99999994,0.4815386,0.8324429,0.5064912,0.08827847,0.2953288,0.672186,0.6122502,0.17020366,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,the political world,2
0.34961915,0.74944067,0.46191573,0.8786695,0.4723219,0.11129469,0.2719664,0.6334239,0.71741927,0.18716186,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,the campaign trail,1
0.44472253,0.44619685,0.33266246,0.8831121,0.51886714,0.49894243,0.3018754,0.5290945,0.43628857,0.48717448,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,Elizabeth,1
0.2726877,0.41666666,0.14518756,0.5362583,0.41883206,0.5156088,0.5811971,0.117789485,0.48972863,0.45646322,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,the idiom,1
0.48955387,0.6916107,0.42771676,0.79442936,0.51233184,0.19291756,0.34757334,0.62589645,0.69333833,0.22277798,0,1,2,2,0,5,5,2,3,6,6,6,5,6,6,Republicans,1
0.18672471,0.5147651,0.51664,0.5136121,0.48703918,0.6700599,0.73074204,0.48287374,0.3469737,0.18912381,0,1,0,1,2,3,3,1,6,9,10,9,9,9,12,math,1
0.9028292,0.57416105,0.84895134,0.7204633,0.90212405,0.26826385,0.6713734,0.8916428,0.56452346,0.91344124,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,"Washington, D.C.",1
0.437432,0.6497763,0.4534199,0.85460675,0.4969746,0.12324217,0.2939039,0.62182283,0.74662375,0.20412979,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,potential Republican candidates,1
0.22056583,0.3608501,0.28223538,0.24943078,0.40262815,0.6764635,0.67668766,0.1267284,0.4531771,0.51673967,0,1,0,1,3,4,4,5,4,0,9,0,0,0,7,re-enactment,1
0.4289445,0.41487694,0.21540385,0.96339774,0.2402336,0.020101935,0.003915131,0.6935408,0.8634127,0.4138249,0,1,0,1,3,0,0,7,0,4,8,4,12,12,8,1972,1
0.82132757,0.4683445,0.76479447,0.8680224,0.84866285,0.14866525,0.45814663,0.94782376,0.38466594,0.8991345,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,France,4
0.36365613,0.7761744,0.4631499,0.8518037,0.50127345,0.12906548,0.29104143,0.64608073,0.6676527,0.11086935,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,political name recognition,1
0.6956475,0.46174496,0.7739836,0.7001272,0.9332349,0.4424858,0.6351873,0.85117096,0.61273354,0.81226504,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,the Potomac,1
0.4998912,0.6550335,0.44743028,0.55507725,0.46239153,0.25499576,0.5437787,0.50495136,0.6051642,0.27069998,0,1,2,2,0,5,5,2,3,5,1,5,5,5,5,the leaseholders,1
0.3585419,0.6252796,0.6222745,0.67870116,0.508044,0.30401385,0.44798023,0.6675731,0.5182081,0.36231896,0,1,2,2,0,5,5,2,6,9,1,5,5,5,5,the B.D.,1
0.4538629,0.62416106,0.5639159,0.657334,0.35498148,0.4452865,0.6940554,0.43581533,0.23183781,0.2509834,0,1,2,2,0,5,6,3,1,5,3,11,11,11,3,the sewer-repair industry,1
0.49020675,0.7191275,0.49589702,0.19536474,0.5695307,0.2243321,0.30729228,0.5901752,0.76822984,0.25114852,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,presidents,1
0.80380845,0.3862416,0.84014666,0.66864693,0.8629949,0.3036837,0.6645059,0.8717224,0.6446352,0.8824581,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,the Bronx,2
