model	sent	prediction_label	score_pos	score_neg	final
500k	I called up my family and asked them what I should vote for and they told me The Voice , which I found acceptable because I do think [creator] Mark Burnett is the Ed Sullivan of our day.	1	0.9867	0.0133	1
500k	I just want to say I think Warren Truss is the Jarryd Hayne of Australian politics this morning.	1	0.9867	0.0133	1
500k	I think he’s going to be the Gary Barlow of the group.	1	0.9867	0.0133	1
500k	I was basically my version of the 'Michael Scott' of car salesman, which is a total contrast to the way David runs his stores.	1	0.8807	0.1193	1
500k	I'm kind of like the Donald Trump of love.	1	0.9867	0.0133	1
500k	Ibn Khaldun therefore had a long and turbulent career that took him to both sides of the Straits of Gibraltar, and was even offered his ancestral land back by King Pedro the Cruel of Castile if he worked for him.	1	0.8591	0.1409	0
500k	If you’re in the market for a Bentley SUV, likely north of $350,000, tick the box for the 18-speaker 1,950-watt unit from Naim — arguably the Bentley of sound systems.	1	0.9848	0.0152	1
500k	Import and export OPML format   OPML is sort of like the Rosetta Stone of mind mapping software: It enables you to share maps with other programs.	1	0.9863	0.0137	1
500k	In "Rosewood," a comparatively lighthearted episodic quasi-police procedural premiering Wednesday on Fox, Morris Chestnut plays Miami-based Dr. Beaumont Rosewood, a kind of freelance medical examiner "considered by some to be the Beethoven of private pathologists," as he likes to put it.	1	0.9867	0.0133	1
500k	Kentucky clerk in court over same-sex licenses.	0	0	1	0
500k	Kestelman, now NBL executive chairman, has been dubbed the Frank Lowy of basketball and says the sport is riding a wave of support in Australia only previously seen in the 1990s.	1	0.9867	0.0133	1
500k	Labeled as the Thomas Edison and Henry Ford of Silicon Valley, Robert Noyce receives this distinction for two reasons.	1	0.9867	0.0133	1
500k	Labour leadership contest result to be announced.	0	0	1	0
500k	Madras Café was the Argo of India and Welcome Back is Tropic Thunder'.	1	0.8765	0.1235	1
500k	Michigan resident tests positive for plague.	0	0	1	0
500k	Mulayam, the Sambamdhi of Lalu proves to be the Samadhi (grave yard)  for the political career of Nitish.	1	0.9839	0.0161	0
500k	Nintendo is the Disney of the gaming world; a controlling, creative titan that creates beloved characters with shocking regularity.	1	0.9867	0.0133	1
500k	Obama administration likely to appeal preliminary ACA ruling.	0	0	1	0
500k	Paige is known as the Robbie Farah of the team.	1	0.9867	0.0133	1
500k	Patton: "This is like the Captain Beefheart of rappers.")	1	0.9864	0.0136	1
500k	Police renew town shooting appeal.	0	0	1	0
500k	QUOTE OF THE DAY: "Jim Torrey wants to be the Penny Pritzker of the Biden campaign" --  Draft Biden's Josh Alcorn, overheard on Amtrak, describing a breakfast meeting he had earlier that day with the Obama bundler.	1	0.9866	0.0134	1
500k	Romanian premier faces no-confidence vote.	0	0	1	0
500k	Senate Republicans offer paid internships.	0	0	1	0
500k	Sensing that she’s a bit adrift, Nick becomes the Captain America of chivalry, and upon learning her purse was stolen, which included her wallet and credit cards, he’s determined to help her get home.	0	0.1923	0.8077	1
500k	Sergey Anatolyevitch Torop This self-proclaimed “Jesus of Siberia” began preaching in 1991, and to give credit where credit’s due, Sergey Anatolyevitch Torop—who also calls himself “Vissarion”—successfully filled a void that was getting larger in communist Russia.	1	0.7798	0.2202	1
500k	She was married to Wolverhampton Wanderers and England captain Billy Wright, and they were described as the Posh and Becks of the day.	1	0.9866	0.0134	1
500k	She's like a Debussy of the modern computer and these hand effects."	0	0.1879	0.8121	1
500k	Singapore ruling party stages crushing election win.	0	0	1	0
500k	So, instead, I want to pull back and say this, to all the Nicole Arbours of the world: You know what, Nicole?	0	0.244	0.756	0
500k	Supreme Court to hear arguments in record redaction case.	0	0	1	0
500k	Susan is the Sarah Connor of philosophy as she ponders the role of science fiction and thought experiments to help understand uploading, time travel, superintelligence, the Singularity, a new approach to the computational theory of mind, consciousness, and physicalism.	1	0.9867	0.0133	1
500k	Tentative agreement reached in Seattle teachers' strike.	0	0	1	0
500k	Texas Supreme Court Hearing States's School Finance Appeal.	0	0	1	0
500k	The  commercial banks, the JP Morgans of the world have access to high-frequency  trading.	1	0.9864	0.0136	0
500k	The agenda meeting resumed without further dispute.	0	0	1	0
500k	The charges involved in this case are serious.	0	0	1	0
500k	The Council voted unanimously to file the request.	0	0	1	0
500k	The latest industry data included in this report:	0	0	1	0
500k	The rape sentences would run concurrently.	0	0	1	0
500k	The result: one lowball bid.	0	0	1	0
500k	The settlement is subject to court approval.	0	0	1	0
500k	They had a massive teen following, sold more than 100 million records and have been described as the “One Direction of their day”.	0	0.2188	0.7812	1
500k	Twitter has turned into an important conversion tool for entrepreneurs and leaders    Warren Buffett , the Sage of Omaha, is hailed globally for his entrepreneurial expertise.	1	0.9864	0.0136	0
500k	We were the Tiger of Asia and Malaysia Inc was a success story.	1	0.8812	0.1188	0
500k	What’s the Benefit of Stem Cells for Arthritis if not Structural Repair?	1	0.8758	0.1242	0
500k	What’s the Benefit of Stem Cells for Arthritis if Not Structural Repair?.	1	0.8757	0.1243	0
500k	Whether you're at an awards ceremony or sitting in the dining hall, a rogue a cappella group can burst in at any time and wreck everything, like the John Rambo of unwanted performances.	1	0.9866	0.0134	1
500k	Yeah, it’s kind of becoming “The Andy Griffith Show” of its time.	0	0.2923	0.7077	1
50k	-Stephens receiving the Lifetime Achievement Award from NAPHIA.	0	0	1	0
50k	:00     Since the fire in 1979 that reduced the rest rooms and facilities at Beekman Beach to ashes, the problem of public access to the water at Beekman has been the Phoenix of Oyster Bay.	0	0.2581	0.7419	1
50k	Makerere University used to be referred to as the Harvard of Africa because of the intellectual dialogues on different issues.	1	0.9993	0.0007	1
50k	There have been attempts to paint Bernie Sanders as the Democratic Party’s Donald Trump.	1	0.6869	0.3131	1
50k	“A member of the pope's entourage said the staff chose well.	0	0	1	0
50k	“He’s like the Sherlock Holmes of garbage.”    Throughout the series, the majority of fan emails that Whitesides received were from children who noticed a cleaning supply that wasn’t in the book and suggested a magical purpose.	1	0.9993	0.0007	1
50k	“It’s ‘Dynasty’ in the world of hip hop.”	1	0.7991	0.2009	1
50k	“Original Don Dada of the blond bottle/ the model/ from White America/ Then Joe/ the spokesperson for the Latino.”  Guess there’s no hard feelings there.	1	0.758	0.242	0
50k	“Steve McQueen: Full Throttle Cool” (Dwight Jon Zimmerman, Greg Scott; Motorbooks, $19.99) Steve McQueen was the Patrick Dempsey of his day—a leading-man actor who discovered he could credibly drive a race car.	1	0.9992	0.0008	1
50k	“There have been attempts to paint Bernie Sanders as the Democratic Party’s Donald Trump.	1	0.8212	0.1788	1
50k	“Today, OTA is so important to car makers that we can get in right away to see the VPs of manufacturing,” he said.	0	0.3636	0.6364	0
50k	“We want to be the Evernote of reading,” says Craig Tashman, the startup’s CEO and founder.	1	0.9992	0.0008	1
50k	(It has since rebounded slightly.)	0	0	1	0
50k	• TE Adrien Robinson: The fourth-round pick in 2012 never made his mark, despite being dubbed as the "JPP of tight ends."	1	0.9993	0.0007	1
50k	259 users in first hours.	0	0	1	0
50k	4 11 Share Tweet Poulettemagique is our LomoHome of the Day!	1	0.7899	0.2101	0
50k	448 users in first hours.	0	0	1	0
50k	A passenger was also transported to the hospital.	0	0	1	0
50k	Adam Goodes poses for a portrait after being announced as the 2014 Australian of the Year at Parliament House on January 25, 2014 in Canberra, Australia.	0	0.2626	0.7374	0
50k	Amanda Gluck of Fashionable Hostess.	0	0.4553	0.5447	0
50k	Another client recently referred to Eng as the Mister Myagi of Life Coaching.	1	0.9994	0.0006	1
50k	as originally issued inadvertently.	0	0	1	0
50k	Barima Yeboah Kordie, the Aduanahene of Dormaa Traditional Area, called for good relationship between the church, state and traditional rulers to ensure the socio-economic development of the nation.	0	0.4976	0.5024	0
50k	Bellevue Group AG: Extraordinary dividend from SIX Group AG.	0	0	1	0
50k	BNPQY has been the topic of several other research reports.	0	0	1	0
50k	Born with a challenger mindset in Upstate New York, the scrappy creative ideas agency is the David to many industry Goliaths.	0	0.2578	0.7422	0
50k	But thanks to low-budget hits like "Fireproof" and "Courageous," the brothers have transformed themselves into Steven Spielbergs of Christian cinema.	1	0.9993	0.0007	1
50k	by helenep on Sep 20th, 2015  Tweet          Jackie Collins, known as the “queen of the bonkbuster” and “Hollywood’s own Marcel Proust”, has passed away at the age of 77 after a six-year battle with breast cancer.	0	0.4401	0.5599	1
50k	Castro calls Maradona the “Che of sports,” and the retired football star boasts a tattoo of Guevara on his right arm, which he got when he came to Cuba for a drug rehab program in 2004.	1	0.9993	0.0007	1
50k	Chancellor is the Marshawn Lynch of the Seahawks' defense.	1	0.9993	0.0007	1
50k	Dark Side Aloha Shirt I hear Darth Vader often went on holidays on Dagobah, widely considered to be the Hawaii of planets.	1	0.9991	0.0009	1
50k	Emblazoned across the long-running fashion magazine's front cover, Sienna is called 'A girl of our times'.	0	0.3701	0.6299	0
50k	Gunther / European Pressphoto Agency) California is known as the ATM of national politics -- especially for Democrats.	1	0.9993	0.0007	1
50k	He labelled him "without a doubt, the Kevin Rudd of the Liberal Party".	1	0.9994	0.0006	1
50k	He never had any intention of turning the Patriots into the modern-day Raiders, and he’s too wise as a businessmen to become the Al Davis of his time, a habitual adversary of the NFL offices.	1	0.9993	0.0007	1
50k	Here we bring to you pictures of most adorable Father-Daughter duos of Bollywood ANIL KAPOOR - SONAM KAPOOR  Bollywood fashionista Sonam Kapoor is the daughter of actor Anil Kapoor who is known as ‘Mr.India’ of the film industry.	1	0.9993	0.0007	0
50k	However, some people of insight pointed out that it's the lack of "mutual trust" that influences the development of Sino-U.S. relations, and more precisely, it's the "Thucydides's Trap" of conflict among great powers in their hearts.	1	0.7644	0.2356	0
50k	I called up my family and asked them what I should vote for and they told me The Voice , which I found acceptable because I do think [creator] Mark Burnett is the Ed Sullivan of our day.	1	0.9992	0.0008	1
50k	I just want to say I think Warren Truss is the Jarryd Hayne of Australian politics this morning.	1	0.9995	0.0005	1
50k	I think he’s going to be the Gary Barlow of the group.	1	0.9992	0.0008	1
50k	I'm kind of like the Donald Trump of love.	1	0.9993	0.0007	1
50k	If she doesn't get stuck with the Grandpa of the season (See: Bill Engvall, Michael Waltrip) , she's at the other end of the spectrum with a 15-year-old "Vine celebrity" - which, unless you're a French sommelier, I frankly don't want to hear about.	0	0.2627	0.7373	0
50k	In "Rosewood," a comparatively lighthearted episodic quasi-police procedural premiering Wednesday on Fox, Morris Chestnut plays Miami-based Dr. Beaumont Rosewood, a kind of freelance medical examiner "considered by some to be the Beethoven of private pathologists," as he likes to put it.	1	0.9994	0.0006	1
50k	In the case of the Tomales Bay Oyster Co., the business has turned into, in Supervisor Steve Kinsey’s words, “Woodstock on the water.” Public interest in consuming oysters, close to their source, has turned the business into a traffic and parking mess.	1	0.5848	0.4152	1
50k	In Washington, D.C., Pope Francis is scheduled to canonize the 18th-century Franciscan missionary Junípero Serra, the “Apostle of California,” during a Mass at the Basilica of the National Shrine of the Immaculate Conception.	1	0.6577	0.3423	0
50k	INFORMATION SOURCES  This report is the result of primary and secondary research conducted by BCC Research.	0	0	1	0
50k	IS calls its child soldiers “Cubs of the Caliphate.	0	0.3929	0.6071	0
50k	It was included in the 2014 reader photo issue.	0	0	1	0
50k	Kestelman, now NBL executive chairman, has been dubbed the Frank Lowy of basketball and says the sport is riding a wave of support in Australia only previously seen in the 1990s.	1	0.9995	0.0005	1
50k	Khieu Sopheak said the Cambodian government respected the man's decision.	0	0	1	0
50k	Labeled as the Thomas Edison and Henry Ford of Silicon Valley, Robert Noyce receives this distinction for two reasons.	1	0.9994	0.0006	1
50k	Last week, Harte met a three-person delegation from the county executive, which was led by chairperson Roisin Jordan.	0	0	1	0
50k	Medivation, Greenbrier, Camden Property Trust, Silver Bay Realty Trust and Mid-America Apartment Communities highlighted as Zacks Bull and Bear of the Day.	0	0.3081	0.6919	0
50k	MEMORIES;       CLASS OF 1955A.	0	0	1	0
50k	Nintendo is the Disney of the gaming world; a controlling, creative titan that creates beloved characters with shocking regularity.	1	0.9993	0.0007	1
50k	Notice the code highlighted in red above.	0	0	1	0
50k	On the other hand, in his place as “Senior Judge” of the Roman church, he was always a serious obstacle to the accomplishment of a project now under study: to turn annulment procedures into a “Catholic divorce” in all but name.	0	0.394	0.606	0
50k	Paige is known as the Robbie Farah of the team.	1	0.9992	0.0008	1
50k	Patton: "This is like the Captain Beefheart of rappers.")	1	0.9993	0.0007	1
50k	Please make checks payable to Eiden Lee.	0	0	1	0
50k	Please make sure you DOCUMENT the evidence of your ambassador campaign to promote Peace Day.	0	0	1	0
50k	PM Lee also spoke about the wishlist by the opposition.	0	0	1	0
50k	Preorder links are below.	0	0	1	0
50k	Quixotic Greek anti-corruption crusader finally tastes success   Athens (AFP) - As Alexis Tsipras cruised to victory in Greece's general election, the outcome must have tasted even sweeter for the man considered the "Don Quixote" of Greek politics.	1	0.9993	0.0007	1
50k	QUOTE OF THE DAY: "Jim Torrey wants to be the Penny Pritzker of the Biden campaign" --  Draft Biden's Josh Alcorn, overheard on Amtrak, describing a breakfast meeting he had earlier that day with the Obama bundler.	1	0.9991	0.0009	1
50k	Register for your complimentary reports at the links given below.	0	0	1	0
50k	Solicitor Theo Magazis​ said his client was facing an "outrageous" choice.	0	0	1	0
50k	strength" and "business-orientated advice".	0	0	1	0
50k	Susan is the Sarah Connor of philosophy as she ponders the role of science fiction and thought experiments to help understand uploading, time travel, superintelligence, the Singularity, a new approach to the computational theory of mind, consciousness, and physicalism.	1	0.9994	0.0006	1
50k	TAILGATING:  Obviously, tailgating spots at Cajun Field are reserved.	0	0	1	0
50k	The book is already available for pre-sale on Amazon here: Mary McGrory: The First Queen of Journalism.	1	0.7141	0.2859	0
50k	The complaint was that the Democrats got to be Santa Claus with expenditures, then the Republicans reluctantly had to increase taxes.	1	0.7367	0.2633	0
50k	The coroner's office initially misidentified the Metcalf Road victim as Jaleel Alexander of San Jose.	1	0.8274	0.1726	0
50k	The councillor also commended McMahon for his role as an ambassador in the area.	0	0	1	0
50k	The Plaid Cymru leader Leanne Wood was ordered to leave the Assembly after referring to the Queen as ‘Mrs Windsor’ and refusing to apologise.	0	0.3193	0.6807	0
50k	The post appeared first on ROGTEC .	0	0	1	0
50k	The post parts swap appeared first on Classic Mopar Forums .	0	0	1	0
50k	THEIR back line flamboyance has seen them dubbed “the Brazil of rugby” by UK press but Michael Cheika believes Fjii’s forward pack are the underrated and dangerous element of their first World Cup foe.	1	0.9994	0.0006	1
50k	They're the Budweiser and Miller Lite of spirits.	1	0.9992	0.0008	1
50k	This article was also published here .	0	0	1	0
50k	This is straight-up “Alice in Wonderland” policymaking.	0	0.3359	0.6641	0
50k	Tickets sold out for EVCOM Clarion Awards.	0	0	1	0
50k	To the Australian people who agonise over 'what the world thinks', I would like to ask: "Who is the PM of Canada?	1	0.7889	0.2111	0
50k	Total cross sections of the SM backgrounds were evaluated using CalcHEP [40].	0	0	1	0
50k	Uniqure NV (NASDAQ:QURE) had its buy rating reiterated by analysts at HC Wainwright.	0	0	1	0
50k	Until then, however, there is no room left for the Davises of the country to defy what Caesar has handed down.	1	0.5834	0.4166	0
50k	Vitaliy Katsenelson’s Contrarian Edge: Forbes called him “the new Benjamin Graham.” This Russian-born university professor and author of two books on value investing has a popular blog on investing, music and life as well.	0	0.4591	0.5409	1
50k	We were the Tiger of Asia and Malaysia Inc was a success story.	1	0.6349	0.3651	0
50k	While industry disrupter Warby Parker has maintained its seat as today’s hippest eyewear retailer, other similarly innovative companies have introduced new alternatives to the LensCrafters of the world.	1	0.6546	0.3454	0
50k	Zhang Ruimin and Haier have been shortlisted for this year's prestigious Thinkers50 Distinguished Achievement Awards, often described as the "Oscars of management thinking,"	1	0.9991	0.0009	1
