label	text	annotated	source	modifier	target
0	As chairman of ABCs entertainment group Mr Braun had a penchant for big offbeat concepts like Lost which won the Emmy for best drama		[]	[]	[]
1	As early as 1981 critics were debating the value of his elegant style and shocking subjects and referring in one instance to an earlier photographer as the Robert Mapplethorpe of his generation	As early as 1981 critics were debating the value of his elegant style and shocking subjects and referring in one instance to |an earlier photographer| as the *Robert Mapplethorpe* of /his generation/	['Robert Mapplethorpe']	['his generation']	['an earlier photographer']
1	As ever he is the classroom knowitall the professional scold the John Calvin of city government so much so that caricaturists routinely portray him in an apoplectic state	As ever |he| is the classroom knowitall the professional scold the *John Calvin* of /city government/ so much so that caricaturists routinely portray him in an apoplectic state	['John Calvin']	['city government']	['he']
0	As for Andersen if it survives the firm that would emerge after the layoffs and the splitoff of several businesses proposed by Mr Volcker would be much smaller and less diversified than the Andersen of just a few months ago		[]	[]	[]
1	As for Jem he jumps ship early to enter the service of the war hero Gen George Monk the Colin Powell of his day in that he might have assumed power but didnt	As for Jem he jumps ship early to enter the service of the war hero |Gen George Monk| the *Colin Powell* of /his day/ in that he might have assumed power but didnt	['Colin Powell']	['his day']	['Gen George Monk']
1	As for Mr Crumb hes still the Picasso of comics the unavoidable influence on all younger artists	As for Mr Crumb |he|s still the *Picasso* of /comics/ the unavoidable influence on all younger artists	['Picasso']	['comics']	['he']
0	As for Pettitte he still talks with Derek Jeter and Jorge Posada and he said he could not believe he had been an Astro for more than two years		[]	[]	[]
0	As for other safety features the ZX2 offers optional antilock brakes for 570 as does the Neon for 565 the Cavalier has them as standard equipment		[]	[]	[]
0	As he enters the pool he sprays water from his mouth and makes a coocooing noise that he says makes the reptiles unaware of his presence said Constable Jabulane Zengwa who translated from the Shona for him		[]	[]	[]
1	As he says I am the Imelda Marcos of trainers	As he says |I| am the *Imelda Marcos* of /trainers/	['Imelda Marcos']	['trainers']	['I']
0	As head writer for That Was the Week That Was Mr Emmett was nominated for an Emmy for outstanding writing in 1964 and 1965		[]	[]	[]
1	As if that werent enough he practically invented ambient music hes the Bill Monroe of the genre	As if that werent enough he practically invented ambient music |he|s the *Bill Monroe* of /the genre/	['Bill Monroe']	['the genre']	['he']
0	As if the race for the Chase for the Nextel Cup was not compelling enough the stretch run has taken on a life of its own		[]	[]	[]
0	As if to underscore his judgment she recently won an Emmy for her performance as a murderess in the television movie Killing in a Small Town		[]	[]	[]
1	As in the past the preponderance are Venetian pictures Tiepolos Guardis Canalettos and a Jacopo Bellini that is surgically precise and movingly so a small depiction of the sallow toothless and holloweyed St Bernardino of Siena who as a popular preacher was something like the Billy Graham of Bellinis day	As in the past the preponderance are Venetian pictures Tiepolos Guardis Canalettos and a Jacopo Bellini that is surgically precise and movingly so a small depiction of the sallow toothless and holloweyed |St Bernardino of Siena| who as a popular preacher was something like the *Billy Graham* of /Bellinis day/	['Billy Graham']	['Bellinis day']	['St Bernardino of Siena']
0	As long as he goes back to being the Dwight Gooden of the past the one who was a winner hell be OK		[]	[]	[]
1	As necromancer and hairdresser Marius is the Jos Eber of the netherworld though he doesnt take the same care with his own locks	As necromancer and hairdresser |Marius| is the *Jos Eber* of /the netherworld/ though he doesnt take the same care with his own locks	['Jos Eber']	['the netherworld']	['Marius']
1	As one person was overheard saying at a performance Hes like a Buster Keaton of linguistics	As one person was overheard saying at a performance |He|s like a *Buster Keaton* of /linguistics/	['Buster Keaton']	['linguistics']	['He']
0	As one top television executive pointed out the academy gave an Emmy for best variety show to of all things the 1998 Tony Awards show on CBS a thoroughly conventional and often tedious production		[]	[]	[]
1	As portrayed by Sean Tierney a copywriter at Deutsch Buzz serves as a Johnny Appleseed for flora pitching the benefits of buying flowers to men and women in everyday places like an airport a dentists office a golf course and  a park	As portrayed by Sean Tierney a copywriter at Deutsch |Buzz| serves as a *Johnny Appleseed* for /flora/ pitching the benefits of buying flowers to men and women in everyday places like an airport a dentists office a golf course and  a park	['Johnny Appleseed']	['flora']	['Buzz']
0	As such it benefits enormously from the presence of Ms Testud who won a Csar for the role and whose defining trait is a barely controlled wildness		[]	[]	[]
1	As the Fairground Boy Jon Marshall Sharp late of The Red Shoes sports a bare torso under a black leather vest and has the right cheekbones to be the Patrick Swayze of this Carousel	As the Fairground Boy |Jon Marshall Sharp| late of The Red Shoes sports a bare torso under a black leather vest and has the right cheekbones to be the *Patrick Swayze* of /this Carousel/	['Patrick Swayze']	['this Carousel']	['Jon Marshall Sharp']
1	As the Gianni Versace of the Shore Association of Nassau Girl Scouts Mrs Geller was responsible for sending out on a runway five times four junior girl scouts and one brownie each holding a doll dressed exactly the same as they were	As the *Gianni Versace* of /the Shore Association of Nassau Girl Scouts/ |Mrs Geller| was responsible for sending out on a runway five times four junior girl scouts and one brownie each holding a doll dressed exactly the same as they were	['Gianni Versace']	['the Shore Association of Nassau Girl Scouts']	['Mrs Geller']
1	As the Martha Stewart of the hippie age Alicia Bay Laurel wrote the book on living in doityourself harmony with Mother Nature	As the *Martha Stewart* of /the hippie age/ |Alicia Bay Laurel| wrote the book on living in doityourself harmony with Mother Nature	['Martha Stewart']	['the hippie age']	['Alicia Bay Laurel']
1	As the Mikhail Gorbachev of American Airlines after the long sometimes bareknuckled rule of Robert L Crandall as chief executive Donald J Carty is finding that glasnost can lead to chaos labor unrest late flights service with a snarl	As the *Mikhail Gorbachev* of /American Airlines/ after the long sometimes bareknuckled rule of Robert L Crandall as chief executive |Donald J Carty| is finding that glasnost can lead to chaos labor unrest late flights service with a snarl	['Mikhail Gorbachev']	['American Airlines']	['Donald J Carty']
1	As the NBC correspondent John Larson tells the story that officer Bob Perez is the Johnny Appleseed of the accusations	As the NBC correspondent John Larson tells the story that officer |Bob Perez| is the *Johnny Appleseed* of /the accusations/	['Johnny Appleseed']	['the accusations']	['Bob Perez']
0	As the Paramount and the Pelham Picture House project look to the Burns for inspiration in their quest to cultivate the cultivated so the Burns looks to Manhattan		[]	[]	[]
1	As the Steven Spielberg of knottying adventure Mr Phillips spends most of his nonteaching hours armed with a video camera seeking out knottying people	As the *Steven Spielberg* of /knottying adventure/ |Mr Phillips| spends most of his nonteaching hours armed with a video camera seeking out knottying people	['Steven Spielberg']	['knottying adventure']	['Mr Phillips']
0	As the Suns look ahead to this final round the franchises first since its epic loss to John Havliceks Boston Celtics in 1976 they need the Barkley of Saturday the Richard Dumas of February and the Tom Chambers of 1985		[]	[]	[]
1	As the architect of the European Union constitution Valry Giscard dEstaing seemed at the top of his game praised as the Mozart of politics and poised to go down in history as the founding father of a new Europe	As the architect of the European Union constitution |Valry Giscard dEstaing| seemed at the top of his game praised as the *Mozart* of /politics/ and poised to go down in history as the founding father of a new Europe	['Mozart']	['politics']	['Valry Giscard dEstaing']
1	As the critic Molly Haskell puts it He was the Leonardo of cinema and she was his Mona Lisa	As the critic Molly Haskell puts it |He| was the *Leonardo* of /cinema/ and she was his Mona Lisa	['Leonardo']	['cinema']	['He']
1	As they sat together at a cafe here Mrs McCool said Rona is like the Jackie O of Israel although her friend said Well no and Mrs McCool said But they recognize her everywhere	As they sat together at a cafe here Mrs McCool said |Rona| is like the *Jackie O* of /Israel/ although her friend said Well no and Mrs McCool said But they recognize her everywhere	['Jackie O']	['Israel']	['Rona']
0	As usual Bill Clintons past raises questions about his credibility even on an issue as nonpartisan as food safety said a news release from the Bob Dole for President committee		[]	[]	[]
0	As vice president for programming at PBS Mr Freedman was the executive producer of The Andersonville Trial in 1970 winner of an Emmy for the best program of 1970 and a Peabody for the best entertainment show		[]	[]	[]
1	As we have learned through his appearances at the New York City Opera Mr Siciliani is something like the Lorin Maazel of Italian opera conductors	As we have learned through his appearances at the New York City Opera |Mr Siciliani| is something like the *Lorin Maazel* of /Italian opera conductors/	['Lorin Maazel']	['Italian opera conductors']	['Mr Siciliani']
1	Aside from a fondness for golf Mr Watkins will be remembered at 1600 Pennsylvania as a Typhoid Mary of travel arrangements	Aside from a fondness for golf |Mr Watkins| will be remembered at 1600 Pennsylvania as a *Typhoid Mary* of /travel arrangements/	['Typhoid Mary']	['travel arrangements']	['Mr Watkins']
1	Aside from his news job Mr Hoff is the Bob Barker of a new reality game show Spend It Fast produced by Atlas Media for the Jerichobased Womens Entertainment Network	Aside from his news job |Mr Hoff| is the *Bob Barker* of /a new reality game show/ Spend It Fast produced by Atlas Media for the Jerichobased Womens Entertainment Network	['Bob Barker']	['a new reality game show']	['Mr Hoff']
1	Aside from hotel renovations Mr Van Meter said other signs of growth were making the area more appealing to the kind of New Yorkers who pick and choose where to make cameo appearances as if they were Bill Clinton  new restaurants with real chefs When I read that chef Susanna Foo considered the David Bouley of Philadelphia is launching a restaurant in Atlantic City I was floored  in a good way he said and new clubs with real DJs	Aside from hotel renovations Mr Van Meter said other signs of growth were making the area more appealing to the kind of New Yorkers who pick and choose where to make cameo appearances as if they were Bill Clinton  new restaurants with real chefs When I read that chef |Susanna Foo| considered the *David Bouley* of /Philadelphia/ is launching a restaurant in Atlantic City I was floored  in a good way he said and new clubs with real DJs	['David Bouley']	['Philadelphia']	['Susanna Foo']
1	Ask Liu Chang Le whether he aspires to be the Ted Turner of China and he laughs	Ask Liu Chang Le whether |he| aspires to be the *Ted Turner* of /China/ and he laughs	['Ted Turner']	['China']	['he']
0	Ask Vincent ask Frank Robinson ask Bill White for lists of candidates who might have had the training and the experience to compete with an Al Harazin for the Mets general managers job and not many names tumble from their lips		[]	[]	[]
0	Ask a Florentine for the Mercato Centrale and you may draw a blank look		[]	[]	[]
1	Ask for advice from an Ann Landers for hapless lawyers	Ask for advice from an *Ann Landers* for /hapless lawyers/	['Ann Landers']	['hapless lawyers']	[]
0	Ask for the Pound for a Dollar rate 800 3353300 or wwwathenaeumhotelcom		[]	[]	[]
0	Ask him how the Peter Max of today is different from the Peter Max of the 60s and the response is all about the swami		[]	[]	[]
1	Asked if he might be considered the Donald Trump of China Mr Tang smiled	Asked if |he| might be considered the *Donald Trump* of /China/ Mr Tang smiled	['Donald Trump']	['China']	['he']
0	Asked if the meeting with Nelson made him feel better about his role Starks  said I just came out of it feeling I need to get back to being the John Starks of old playing with a lot of energy		[]	[]	[]
0	Asked what other modern works might be sold in the near future he said several School of Paris paintings may go on sale this spring  a Picasso and a Chaim Soutine among them  and sculptures by Reuben Nakian and Gerhard Marcks		[]	[]	[]
1	Assemblyman Daniel Frisa of Westbury called Mr Cuomo the Carl Sagan of New York with his billions and billions in taxes and spending	Assemblyman Daniel Frisa of Westbury called |Mr Cuomo| the *Carl Sagan* of /New York/ with his billions and billions in taxes and spending	['Carl Sagan']	['New York']	['Mr Cuomo']
0	Assuming that the voters of the Professional Hockey Writers Association choose a Red Wing for the award it comes down to four Steve Yzerman Sergei Fedorov Nicklas Lidstrom and Dominik Hasek		[]	[]	[]
1	Aster Aweke once known as the Donna Summer of Ethiopia has recently released a new record Kabu Columbia and it features her sinuous singing backed by a full funky band along with a horn section	|Aster Aweke| once known as the *Donna Summer* of /Ethiopia/ has recently released a new record Kabu Columbia and it features her sinuous singing backed by a full funky band along with a horn section	['Donna Summer']	['Ethiopia']	['Aster Aweke']
0	At 2 a Dance a Remedy for Loneliness		[]	[]	[]
1	At 46 Ms Gillis is a bit like the Stevie Nicks of the dance world  her name evokes cultlike enthusiasm or groans but not much in between	At 46 |Ms Gillis| is a bit like the *Stevie Nicks* of /the dance world/  her name evokes cultlike enthusiasm or groans but not much in between	['Stevie Nicks']	['the dance world']	['Ms Gillis']
0	At 6 AM George Stephanopoulos arrives at work in his red Honda sliding into a prime parking space behind the former Arkansas Gazette newspaper building that now houses the Clinton for President campaign		[]	[]	[]
1	At 66 the man who once qualified as the Busby Berkeley of the acid set is right back where he started  directing what he calls these nutty pieces in outoftheway places for audiences that tend to number in the dozens not the thousands	At 66 |the man| who once qualified as the *Busby Berkeley* of /the acid set/ is right back where he started  directing what he calls these nutty pieces in outoftheway places for audiences that tend to number in the dozens not the thousands	['Busby Berkeley']	['the acid set']	['the man']
1	At 68 years of age Mr Hummer is the Fred Astaire of solo freestyle clogging with an elegantly sweeping sliding style as he demonstrates his morning wakeup dance Rise and Shine	At 68 years of age |Mr Hummer| is the *Fred Astaire* of /solo freestyle clogging/ with an elegantly sweeping sliding style as he demonstrates his morning wakeup dance Rise and Shine	['Fred Astaire']	['solo freestyle clogging']	['Mr Hummer']
1	At 72 the silkyvoiced Mr Ferrer  dubbed the Nat King Cole of Cuba  looked boyish in his trademark tancolored Kangol cap and canvas KSwiss sneakers	At 72 the silkyvoiced |Mr Ferrer|  dubbed the *Nat King Cole* of /Cuba/  looked boyish in his trademark tancolored Kangol cap and canvas KSwiss sneakers	['Nat King Cole']	['Cuba']	['Mr Ferrer']
1	At 730 Diane Sawyer did a teaser for the segment using a handle made up by one of my editors We are going to meet a woman who has been called the Martha Stewart of Money and shes going to tell us secrets about your bank	At 730 Diane Sawyer did a teaser for the segment using a handle made up by one of my editors We are going to meet |a woman| who has been called the *Martha Stewart* of /Money/ and shes going to tell us secrets about your bank	['Martha Stewart']	['Money']	['a woman']
1	At 75 the Count Basie of cocktail jazz piano still commands the keyboard with the authority of a sharpshooter who never misses	At 75 the *Count Basie* of /cocktail jazz piano/ still commands the keyboard with the authority of a sharpshooter who never misses	['Count Basie']	['cocktail jazz piano']	[]
1	At 80 years of age Peter Drucker remains the Babe Ruth of management writers still hitting home runs	At 80 years of age |Peter Drucker| remains the *Babe Ruth* of /management writers/ still hitting home runs	['Babe Ruth']	['management writers']	['Peter Drucker']
0	At 92 a Mentor for Entrepreneurs		[]	[]	[]
0	At Auction Trial a Cameo for a Johns Painting		[]	[]	[]
1	At Davos the Johnny Appleseed of the digital era shares his ambition to propagate a 100 laptop in developing countries	At Davos the *Johnny Appleseed* of /the digital era/ shares his ambition to propagate a 100 laptop in developing countries	['Johnny Appleseed']	['the digital era']	[]
0	At ESPNcom 384 percent of more than 158000 online voters gave Miller a B for his performance while 256 percent graded him a C Eleven percent flunked him		[]	[]	[]
0	At Lunch Belfast Women Talk of a Hunger for Peace		[]	[]	[]
0	At Morton Much More Than a Dash of Cash		[]	[]	[]
0	At SherryLehmann a Jeroboam of PerrierJouet Fleur de Champagne which has Art Nouveau decoration by Emil Galle traced with enamel flowers and gold sells for 175		[]	[]	[]
0	At Sothebys a Monet of a single haystack from 1891 was included in an exhibition of 15 haystack paintings at the DurandRuel Gallery in Paris the year it was painted		[]	[]	[]
0	At Sothebys in New York over the last two weeks Mr Meyer appeared formidably suave poised and confident as he auctioned off a Jackson Pollock for 79 million at a packed sale of contemporary art on Tuesday night and a Francis Bacon triptych for a record 858 million the week before		[]	[]	[]
0	At Taillevent JeanClaude Vrinat offers a delightful Chinon a cabernet franc wine from the Loire for under 100 francs while at Trou Gascon Alain Dutournier and his sommelier Claude Teissier offer a variety of sturdy and modestly priced bottles from southwest France		[]	[]	[]
0	At a Fraction of the Cost		[]	[]	[]
0	At a Mozart for Children class on the Upper East Side youngsters 24 to 29 months old were pretending to catch birds while a birdcatching scene from Mozarts Magic Flute played in the background		[]	[]	[]
1	At a time when the young American writers were selfconsciously trying to recreate the fabled Paris of F Scott Fitzgerald Ernest Hemingway and other 1920s expatriates  Miss Southgate though sane was the Zelda Fitzgerald of the 1950s	At a time when the young American writers were selfconsciously trying to recreate the fabled Paris of F Scott Fitzgerald Ernest Hemingway and other 1920s expatriates  |Miss Southgate| though sane was the *Zelda Fitzgerald* of /the 1950s/	['Zelda Fitzgerald']	['the 1950s']	['Miss Southgate']
1	At age 59 Mrs Fue looks and acts like the Joan Rivers of Woodstown	At age 59 |Mrs Fue| looks and acts like the *Joan Rivers* of /Woodstown/	['Joan Rivers']	['Woodstown']	['Mrs Fue']
0	At film school she met her husband Paul J Hogan also a writerdirector and no relation to the Paul Hogan of Crocodile Dundee fame		[]	[]	[]
0	At first her jerky closeups frequent jump cuts and sudden reversals of perspective are jarring as if someone had turned the JeanLuc Godard of the mid1960s loose on the stage of the Comdie Franaise		[]	[]	[]
0	At first the director rejected the idea of even testing Miss Beart although she had been twice nominated for a Cesar for other film roles and had a growing reputation in the theater		[]	[]	[]
0	At first we got Aplus for the math and an F for the writing said Mr Dietrich crediting a council member James Bristol of Shaker Heights Ohio with helping them to get the words on paper		[]	[]	[]
0	At his general audience today John Paul thanked the Madonna of Jasna Gora Polands patron for having brought about the agreement that restored Solidaritys legal status		[]	[]	[]
0	At his news conference Colonel North standing next to an American flag his voice seeming to choke with emotion said that since graduating from the United States Naval Academy my goal has simply been to serve our country as a Marine for as long as possible		[]	[]	[]
1	At home Khan is a prominent figure hailed as the Einstein of Pakistan	At home |Khan| is a prominent figure hailed as the *Einstein* of /Pakistan/	['Einstein']	['Pakistan']	['Khan']
1	At long last the Johnny Appleseed of massive pennystock fraud has been brought to justice he said	At long last the *Johnny Appleseed* of /massive pennystock fraud/ has been brought to justice he said	['Johnny Appleseed']	['massive pennystock fraud']	[]
1	At no point does he upstage the other actors in the film he may be the Ernie Isley of movie actors	At no point does he upstage the other actors in the film |he| may be the *Ernie Isley* of /movie actors/	['Ernie Isley']	['movie actors']	['he']
1	At one point Dr Joyce Brothers the Dr Ruth of yesteryear shows up as a coroner	At one point |Dr Joyce Brothers| the *Dr Ruth* of /yesteryear/ shows up as a coroner	['Dr Ruth']	['yesteryear']	['Dr Joyce Brothers']
1	At one point Eriks lawyer Leslie Abramson the Bette Midler of the criminal courtroom stuck tacks into the photograph of a naked childs torso for shamelessly vivid illustration	At one point Eriks lawyer |Leslie Abramson| the *Bette Midler* of /the criminal courtroom/ stuck tacks into the photograph of a naked childs torso for shamelessly vivid illustration	['Bette Midler']	['the criminal courtroom']	['Leslie Abramson']
1	At one point Shustek described Mercado to me as the Morris Levy of the Latin world	At one point Shustek described |Mercado| to me as the *Morris Levy* of /the Latin world/	['Morris Levy']	['the Latin world']	['Mercado']
0	At that auction Chauncey Stillman bought the Pontormo for 37000		[]	[]	[]
1	At that point with her raftershaking alto and steamroller presence she seemed destined to become the Ethel Merman of her generation and it was fitting when she took the Merman part in a 1987 revival of Anything Goes	At that point with her raftershaking alto and steamroller presence |she| seemed destined to become the *Ethel Merman* of /her generation/ and it was fitting when she took the Merman part in a 1987 revival of Anything Goes	['Ethel Merman']	['her generation']	['she']
0	At the Dress for Success job fair she was chosen for a group interview with Dress Barn the womens clothing chain		[]	[]	[]
1	At the Flushing library a quick glance inside the back cover of The Young Flying Fox  one in a 36volume series by Jin Yung the John Grisham of Chinese kung fu books  suggests how heavily used the library is	At the Flushing library a quick glance inside the back cover of The Young Flying Fox  one in a 36volume series by |Jin Yung| the *John Grisham* of /Chinese kung fu books/  suggests how heavily used the library is	['John Grisham']	['Chinese kung fu books']	['Jin Yung']
0	At the Geneva Auto Show last year Ford showed a prototype of a small city car called the Ka for an Egyptian deity a fourseater that measured only 10 feet 9 inches in length		[]	[]	[]
0	At the Salzburg Festival the Sting of a Gadfly May Endure		[]	[]	[]
0	At the end of a story whose characters include Pluto Goofy Donald and Daisy Duck Minnie Mouse Chip n Dale and Roger Rabbit the grand finale brings onto the ice Snow White Prince Charming and Dopey 1938 Pinocchio Gepetto and the evil puppet master Stromboli 1940 Alice and the Mad Hatter of Wonderland fame 1951 Peter Pan and entourage 1953 and many more		[]	[]	[]
1	At the fireside Mr Dlamini told the story of Shaka the Genghis Khan of the Zulus from his illegitimate birth in a minor clan to his leadership of armies that swept southern Africa in the early 19th century	At the fireside Mr Dlamini told the story of |Shaka| the *Genghis Khan* of /the Zulus/ from his illegitimate birth in a minor clan to his leadership of armies that swept southern Africa in the early 19th century	['Genghis Khan']	['the Zulus']	['Shaka']
1	At the front of the room Chitresh Das the wildeyed man who styles himself the George Balanchine of Kathak slapped the tabla	At the front of the room Chitresh Das the |wildeyed man| who styles himself the *George Balanchine* of /Kathak/ slapped the tabla	['George Balanchine']	['Kathak']	['wildeyed man']
0	At the lower end of the scale collectors could get a Tommy Kirk for 6 with the ink still wet		[]	[]	[]
0	At the same time Cirque du Soleils Dralion on the Bravo network was given an Emmy for best variety music or comedy special		[]	[]	[]
0	At the same time Jamestown collects 5000 a month for consulting from  the Zimmer for Senate campaign		[]	[]	[]
0	At the same time the quirky 10race championship series the Chase for the Nextel Cup which allows alsorans to clutter up the track for the 10 or so finalists has not exactly caught up with the Super Bowl or the World Cup as the big payoff		[]	[]	[]
0	At the same time the reader cant help admiring the Reimers for deciding to reveal themselves so starkly and so thoughtfully in their interviews with Colapinto		[]	[]	[]
0	At the time of his death he was an Overseer of the Bushnell Memorial Hall		[]	[]	[]
0	At the time she was an anchor at KDFW the Fox station in Dallas where she had won an Emmy for a report on a murder case		[]	[]	[]
1	At the tip of the iceberg were several hundred Russian ultranationalists and Communist diehards who gathered tonight around the television transmitting tower at Ostankino a frequent site for protests near Moscow denouncing Mr Yeltsin as a Judas for selling out Russia	At the tip of the iceberg were several hundred Russian ultranationalists and Communist diehards who gathered tonight around the television transmitting tower at Ostankino a frequent site for protests near Moscow denouncing |Mr Yeltsin| as a *Judas* for selling out Russia //	['Judas']	['']	['Mr Yeltsin']
0	At this point I had been following Toyota and the Tundra for months I visited the companys new Tundra plant in San Antonio its sales headquarters near Los Angeles its executive offices in Manhattan and its Camry plant near Lexington Ky Apart from some recalls of faulty parts an unusual and humiliating occurrence for the carmaker Toyota had seemed as close to a juggernaut as any corporation in existence		[]	[]	[]
0	At this seasons Emmy Awards Mr Kelley won the Emmy for best comedy for Foxs Ally McBeal and best drama for ABCs The Practice		[]	[]	[]
1	At times she looks like an older version of the Holly Woodlawn of Trash	At times |she| looks like an older version of the *Holly Woodlawn* of /Trash/	['Holly Woodlawn']	['Trash']	['she']
1	Aubrey Mr Crowe is an ideal personification of modern executive authority  the Harry Potter of the managerial class	|Aubrey| Mr Crowe is an ideal personification of modern executive authority  the *Harry Potter* of /the managerial class/	['Harry Potter']	['the managerial class']	['Aubrey']
0	August 2026 Religious Rights Bavarians Balk at the Banning of the Cross		[]	[]	[]
1	Austins new love interest is Foxxy Cleopatra Beyonc Knowles the Diana Ross of Destinys Child with a 70s Afro the size of a beach ball and hes sure to have his mind on romance	Austins new love interest is Foxxy Cleopatra |Beyonc Knowles| the *Diana Ross* of /Destinys Child/ with a 70s Afro the size of a beach ball and hes sure to have his mind on romance	['Diana Ross']	['Destinys Child']	['Beyonc Knowles']
1	Ayh lived only a few more years and seems to have been the Millard Fillmore of Pharoahs	|Ayh| lived only a few more years and seems to have been the *Millard Fillmore* of /Pharoahs/	['Millard Fillmore']	['Pharoahs']	['Ayh']
1	BARGEMUSIC Tonight through Sunday Robert White the Irish tenor is the George Hamilton of the vocal world an unbowed ageless veteran	BARGEMUSIC Tonight through Sunday |Robert White| the Irish tenor is the *George Hamilton* of /the vocal world/ an unbowed ageless veteran	['George Hamilton']	['the vocal world']	['Robert White']
0	BAROQUE ENSEMBLE  Rebel a Baroque ensemble will present instrumental works including trios sinfonias sonatas and dances by Salamon Rossie an Italian composer of the 17th century and two contemporaries Biagio Marini and Giovanni Battista Buonamente tomorrow 8 pm the Orensanz Foundation for the Arts 172 Norfolk Street between East Houston and Stanton Streets 20 students and people over 65 15 212 8648271		[]	[]	[]
1	BECAUSE he has visited just about every unusual landmark and landscape Long Island has to offer Bob Cammann has been dubbed the Arthur Frommer of the Island	BECAUSE he has visited just about every unusual landmark and landscape Long Island has to offer |Bob Cammann| has been dubbed the *Arthur Frommer* of /the Island/	['Arthur Frommer']	['the Island']	['Bob Cammann']
0	BEOWULF PROJECT wwwbeowulforg  A complete overview and history of the origins of the Beowulf distributed computing movement can be found here along with links to mailing lists technical papers Beowulf clusters around the world and even a howto section for building a Beowulf of ones own		[]	[]	[]
1	BUDDY GRECO who rose from being a singing pianist with Benny Goodmans orchestra to a solo career on the club cruise ship and casino circuit has become the Cal Ripken of cabaret	|BUDDY GRECO| who rose from being a singing pianist with Benny Goodmans orchestra to a solo career on the club cruise ship and casino circuit has become the *Cal Ripken* of /cabaret/	['Cal Ripken']	['cabaret']	['BUDDY GRECO']
1	BUKOWSKI BORN INTO THIS  The author poet and cult figure Charles Bukowski 192094 was a little like the Edward Hopper of his genres	BUKOWSKI BORN INTO THIS  The author poet and cult figure |Charles Bukowski| 192094 was a little like the *Edward Hopper* of /his genres/	['Edward Hopper']	['his genres']	['Charles Bukowski']
1	Babe Ruth who was at the arena posed with her and squeezed her biceps she was called the Babe Ruth of womens softball	Babe Ruth who was at the arena posed with her and squeezed her biceps |she| was called the *Babe Ruth* of /womens softball/	['Babe Ruth']	['womens softball']	['she']
0	Back at the Strouds as the game came to what for Washingtonians was a glorious end an exhausted but jubilant group trailed next door to the Hermans for supper		[]	[]	[]
0	Back in 1955 an unknown avantgarde dramatist the Samuel Beckett of Waiting for Godot was greeted with yells of Were being conned		[]	[]	[]
1	Back in 1997 Congressman Schumer was the Eliot Spitzer of his day	Back in 1997 |Congressman Schumer| was the *Eliot Spitzer* of /his day/	['Eliot Spitzer']	['his day']	['Congressman Schumer']
0	Back in high school when I looked to pass said Hatchette a receiver now and a Jet for two months I knew I had one senior at wideout and another senior at the other wideout and my third receiver was a freshman		[]	[]	[]
0	Back then todays genially maturing Matlock played a rat for all seasons		[]	[]	[]
0	Back to Jeanne Smith at the L of C I recently misattributed National Information Infrastructure to the library but that title is a Clinton Administration infobahn pomposity		[]	[]	[]
0	Ballet Tech returns to the Joyce for a spring season March 11April 13		[]	[]	[]
0	Balloons Toy Pistols and a Fish for Fidgety People		[]	[]	[]
1	Barbara Gulotta the Martha Stewart of school lunches presided over the test kitchen in Long Island City Queens dressed in a chic black shift with red lipstick setting off her  sweeping auburn hair	|Barbara Gulotta| the *Martha Stewart* of /school lunches/ presided over the test kitchen in Long Island City Queens dressed in a chic black shift with red lipstick setting off her  sweeping auburn hair	['Martha Stewart']	['school lunches']	['Barbara Gulotta']
0	Barbara Hershey who played the lead in CBSs A Killing in a Small Town won the Emmy for best actress in a miniseries or special		[]	[]	[]
1	Barker an unheralded threeyear starter at left end from the Minnesota Vikings by way of Long Island played like a Neil Smith of the NFC	|Barker| an unheralded threeyear starter at left end from the Minnesota Vikings by way of Long Island played like a *Neil Smith* of /the NFC/	['Neil Smith']	['the NFC']	['Barker']
1	Barnum as Mr Culhane puts it was the Walt Disney of his day	|Barnum| as Mr Culhane puts it was the *Walt Disney* of /his day/	['Walt Disney']	['his day']	['Barnum']
1	Barnum was basically a great showman Mr Pelton said a master of advertising  a Yale professor once called him the Shakespeare of advertising  and of crowd psychology	Barnum was basically a great showman Mr Pelton said a master of advertising  a Yale professor once called |him| the *Shakespeare* of /advertising/  and of crowd psychology	['Shakespeare']	['advertising']	['him']
0	Barrow compared the defense with the Mike Tyson of old		[]	[]	[]
0	Barry White the Basso of Love Signs as Fans Sigh		[]	[]	[]
1	Based on the true story of Michael Alig the Peter Pan of the New York club kids of the 1980s this familiar tale of bigcity glamour and ruin is a stylish muddle	Based on the true story of |Michael Alig| the *Peter Pan* of /the New York club kids of the 1980s/ this familiar tale of bigcity glamour and ruin is a stylish muddle	['Peter Pan']	['the New York club kids of the 1980s']	['Michael Alig']
0	Battling the Dalai Lama for the soul of Tibet the Chinese authorities orchestrated an elaborate ceremony there today to choose a 6yearold boy as the officially approved reincarnation of the Panchen Lama Tibets second most important religious figure		[]	[]	[]
1	Be grateful that the cast includes Christopher Plummer in savory form as a Will Rogers of jurisprudence	Be grateful that the cast includes |Christopher Plummer| in savory form as a *Will Rogers* of /jurisprudence/	['Will Rogers']	['jurisprudence']	['Christopher Plummer']
0	Beatrice Arthur joined her two Golden Girls costars Rue McClanahan and Betty White both previous winners in picking up the Emmy for best actress in a comedy series		[]	[]	[]
